Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,
Data,13,record,timestamp,"909157238",s,distance,"18.76",m,altitude,"1099.0",m,speed,"2.23",m/s,unknown,"0",,unknown,"100",,heart_rate,"115",bpm,cadence,"79",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.23",m/s,
Data,13,record,timestamp,"909157239",s,distance,"21.0",m,altitude,"1099.0",m,speed,"2.239",m/s,unknown,"0",,unknown,"100",,heart_rate,"118",bpm,cadence,"79",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.239",m/s,
Data,13,record,timestamp,"909157240",s,distance,"23.09",m,altitude,"1099.0",m,speed,"2.09",m/s,unknown,"0",,unknown,"100",,heart_rate,"122",bpm,cadence,"79",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.09",m/s,
Data,13,record,timestamp,"909157241",s,distance,"25.15",m,altitude,"1099.0",m,speed,"2.053",m/s,unknown,"0",,unknown,"100",,heart_rate,"125",bpm,cadence,"78",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.053",m/s,
Data,13,record,timestamp,"909157242",s,distance,"27.24",m,altitude,"1099.0",m,speed,"2.09",m/s,unknown,"0",,unknown,"100",,heart_rate,"131",bpm,cadence,"78",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.09",m/s,
Data,13,record,timestamp,"909157243",s,distance,"29.35",m,altitude,"1099.0",m,speed,"2.109",m/s,unknown,"0",,unknown,"100",,heart_rate,"136",bpm,cadence,"78",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.109",m/s,
Data,13,record,timestamp,"909157244",s,distance,"31.47",m,altitude,"1099.0",m,speed,"2.127",m/s,unknown,"0",,unknown,"100",,heart_rate,"142",bpm,cadence,"78",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.127",m/s,
Data,13,record,timestamp,"909157245",s,distance,"33.62",m,altitude,"1099.0",m,speed,"2.146",m/s,unknown,"0",,unknown,"100",,heart_rate,"145",bpm,cadence,"78",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.146",m/s,
Data,13,record,timestamp,"909157246",s,distance,"35.78",m,altitude,"1099.0",m,speed,"2.165",m/s,unknown,"0",,unknown,"100",,heart_rate,"151",bpm,cadence,"79",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.165",m/s,
Data,13,record,timestamp,"909157247",s,distance,"37.96",m,altitude,"1099.0",m,speed,"2.174",m/s,unknown,"0",,unknown,"100",,heart_rate,"150",bpm,cadence,"79",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.174",m/s,
Data,13,record,timestamp,"909157248",s,distance,"40.14",m,altitude,"1099.0",m,speed,"2.183",m/s,unknown,"0",,unknown,"100",,heart_rate,"155",bpm,cadence,"79",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.183",m/s,
Data,13,record,timestamp,"909157249",s,distance,"42.32",m,altitude,"1099.0",m,speed,"2.183",m/s,unknown,"0",,unknown,"100",,heart_rate,"160",bpm,cadence,"79",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.183",m/s,
Data,13,record,timestamp,"909157250",s,distance,"44.52",m,altitude,"1099.0",m,speed,"2.193",m/s,unknown,"0",,unknown,"100",,heart_rate,"160",bpm,cadence,"79",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.193",m/s,
Data,13,record,timestamp,"909157251",s,distance,"46.72",m,altitude,"1099.0",m,speed,"2.202",m/s,unknown,"0",,unknown,"100",,heart_rate,"160",bpm,cadence,"79",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.202",m/s,
Data,13,record,timestamp,"909157252",s,distance,"48.92",m,altitude,"1099.0",m,speed,"2.202",m/s,unknown,"0",,unknown,"100",,heart_rate,"161",bpm,cadence,"79",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.202",m/s,
Data,13,record,timestamp,"909157253",s,distance,"51.13",m,altitude,"1099.0",m,speed,"2.211",m/s,unknown,"0",,unknown,"100",,heart_rate,"160",bpm,cadence,"79",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.211",m/s,
Data,13,record,timestamp,"909157254",s,distance,"53.34",m,altitude,"1099.0",m,speed,"2.211",m/s,unknown,"0",,unknown,"100",,heart_rate,"158",bpm,cadence,"79",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.211",m/s,
Data,13,record,timestamp,"909157255",s,distance,"55.55",m,altitude,"1099.0",m,speed,"2.211",m/s,unknown,"0",,unknown,"100",,heart_rate,"157",bpm,cadence,"78",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.211",m/s,
Data,13,record,timestamp,"909157256",s,distance,"57.77",m,altitude,"1099.0",m,speed,"2.211",m/s,unknown,"0",,unknown,"100",,heart_rate,"156",bpm,cadence,"78",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.211",m/s,
Data,13,record,timestamp,"909157257",s,distance,"59.96",m,altitude,"1099.0",m,speed,"2.193",m/s,unknown,"0",,unknown,"100",,heart_rate,"157",bpm,cadence,"78",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.193",m/s,
Data,13,record,timestamp,"909157258",s,distance,"62.15",m,altitude,"1099.0",m,speed,"2.193",m/s,unknown,"0",,unknown,"100",,heart_rate,"158",bpm,cadence,"78",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.193",m/s,
Data,13,record,timestamp,"909157259",s,distance,"64.38",m,altitude,"1099.0",m,speed,"2.23",m/s,unknown,"0",,unknown,"100",,heart_rate,"162",bpm,cadence,"78",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.23",m/s,
Data,13,record,timestamp,"909157260",s,distance,"66.66",m,altitude,"1099.0",m,speed,"2.277",m/s,unknown,"0",,unknown,"100",,heart_rate,"165",bpm,cadence,"78",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.277",m/s,
Data,13,record,timestamp,"909157261",s,distance,"68.97",m,altitude,"1099.0",m,speed,"2.314",m/s,unknown,"0",,unknown,"100",,heart_rate,"165",bpm,cadence,"79",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.314",m/s,
Data,13,record,timestamp,"909157262",s,distance,"71.29",m,altitude,"1099.0",m,speed,"2.314",m/s,unknown,"0",,unknown,"100",,heart_rate,"161",bpm,cadence,"79",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.314",m/s,
Data,13,record,timestamp,"909157263",s,distance,"73.59",m,altitude,"1099.0",m,speed,"2.305",m/s,unknown,"0",,unknown,"100",,heart_rate,"163",bpm,cadence,"79",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.305",m/s,
Data,13,record,timestamp,"909157264",s,distance,"75.86",m,altitude,"1099.0",m,speed,"2.267",m/s,unknown,"0",,unknown,"100",,heart_rate,"164",bpm,cadence,"78",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.267",m/s,
Data,13,record,timestamp,"909157265",s,distance,"78.12",m,altitude,"1099.0",m,speed,"2.258",m/s,unknown,"0",,unknown,"100",,heart_rate,"161",bpm,cadence,"78",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.258",m/s,
Data,13,record,timestamp,"909157266",s,distance,"80.37",m,altitude,"1099.0",m,speed,"2.258",m/s,unknown,"0",,unknown,"100",,heart_rate,"163",bpm,cadence,"78",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.258",m/s,
Data,13,record,timestamp,"909157267",s,distance,"82.62",m,altitude,"1099.0",m,speed,"2.249",m/s,unknown,"0",,unknown,"100",,heart_rate,"166",bpm,cadence,"78",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.249",m/s,
Data,13,record,timestamp,"909157268",s,distance,"84.86",m,altitude,"1099.0",m,speed,"2.239",m/s,unknown,"0",,unknown,"100",,heart_rate,"168",bpm,cadence,"78",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.239",m/s,
Data,13,record,timestamp,"909157269",s,distance,"87.09",m,altitude,"1099.0",m,speed,"2.23",m/s,unknown,"0",,unknown,"100",,heart_rate,"170",bpm,cadence,"78",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.23",m/s,
Data,13,record,timestamp,"909157270",s,distance,"89.33",m,altitude,"1099.0",m,speed,"2.23",m/s,unknown,"0",,unknown,"100",,heart_rate,"171",bpm,cadence,"78",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.23",m/s,
Data,13,record,timestamp,"909157271",s,distance,"91.55",m,altitude,"1099.0",m,speed,"2.23",m/s,unknown,"0",,unknown,"100",,heart_rate,"170",bpm,cadence,"78",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.23",m/s,
Data,13,record,timestamp,"909157272",s,distance,"93.77",m,altitude,"1099.0",m,speed,"2.221",m/s,unknown,"0",,unknown,"100",,heart_rate,"168",bpm,cadence,"78",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.221",m/s,
Data,13,record,timestamp,"909157273",s,distance,"95.99",m,altitude,"1099.0",m,speed,"2.221",m/s,unknown,"0",,unknown,"100",,heart_rate,"166",bpm,cadence,"78",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.221",m/s,
Data,13,record,timestamp,"909157274",s,distance,"98.21",m,altitude,"1099.0",m,speed,"2.221",m/s,unknown,"0",,unknown,"100",,heart_rate,"165",bpm,cadence,"78",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.221",m/s,
Data,13,record,timestamp,"909157275",s,distance,"100.44",m,altitude,"1099.0",m,speed,"2.221",m/s,unknown,"0",,unknown,"100",,heart_rate,"164",bpm,cadence,"78",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.221",m/s,
Data,13,record,timestamp,"909157276",s,distance,"102.66",m,altitude,"1099.0",m,speed,"2.221",m/s,unknown,"0",,unknown,"100",,heart_rate,"167",bpm,cadence,"78",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.221",m/s,
Data,13,record,timestamp,"909157277",s,distance,"104.91",m,altitude,"1099.0",m,speed,"2.258",m/s,unknown,"0",,unknown,"100",,heart_rate,"171",bpm,cadence,"78",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.258",m/s,
Data,13,record,timestamp,"909157278",s,distance,"107.16",m,altitude,"1099.0",m,speed,"2.249",m/s,unknown,"0",,unknown,"100",,heart_rate,"175",bpm,cadence,"78",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.249",m/s,
Data,13,record,timestamp,"909157279",s,distance,"109.47",m,altitude,"1099.0",m,speed,"2.305",m/s,unknown,"0",,unknown,"100",,heart_rate,"173",bpm,cadence,"79",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.305",m/s,
Data,13,record,timestamp,"909157280",s,distance,"111.81",m,altitude,"1099.0",m,speed,"2.342",m/s,unknown,"0",,unknown,"100",,heart_rate,"169",bpm,cadence,"78",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.342",m/s,
Data,13,record,timestamp,"909157281",s,distance,"114.18",m,altitude,"1099.0",m,speed,"2.37",m/s,unknown,"0",,unknown,"100",,heart_rate,"166",bpm,cadence,"78",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.37",m/s,
Data,13,record,timestamp,"909157282",s,distance,"116.52",m,altitude,"1099.0",m,speed,"2.342",m/s,unknown,"0",,unknown,"100",,heart_rate,"164",bpm,cadence,"78",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.342",m/s,
Data,13,record,timestamp,"909157283",s,distance,"118.84",m,altitude,"1099.0",m,speed,"2.323",m/s,unknown,"0",,unknown,"100",,heart_rate,"168",bpm,cadence,"78",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.323",m/s,
Data,13,record,timestamp,"909157284",s,distance,"121.16",m,altitude,"1099.0",m,speed,"2.314",m/s,unknown,"0",,unknown,"100",,heart_rate,"166",bpm,cadence,"78",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.314",m/s,
Data,13,record,timestamp,"909157285",s,distance,"123.43",m,altitude,"1099.0",m,speed,"2.267",m/s,unknown,"0",,unknown,"100",,heart_rate,"168",bpm,cadence,"78",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.267",m/s,
Data,13,record,timestamp,"909157286",s,distance,"125.68",m,altitude,"1099.0",m,speed,"2.258",m/s,unknown,"0",,unknown,"100",,heart_rate,"168",bpm,cadence,"78",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.258",m/s,
Data,13,record,timestamp,"909157287",s,distance,"127.83",m,altitude,"1099.0",m,speed,"2.146",m/s,unknown,"0",,unknown,"100",,heart_rate,"171",bpm,cadence,"78",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.146",m/s,
Data,13,record,timestamp,"909157288",s,distance,"129.9",m,altitude,"1099.0",m,speed,"2.071",m/s,unknown,"0",,unknown,"100",,heart_rate,"172",bpm,cadence,"78",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.071",m/s,
Data,13,record,timestamp,"909157289",s,distance,"131.9",m,altitude,"1099.0",m,speed,"1.997",m/s,unknown,"0",,unknown,"100",,heart_rate,"173",bpm,cadence,"78",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"1.997",m/s,
Data,13,record,timestamp,"909157290",s,distance,"133.95",m,altitude,"1099.0",m,speed,"2.053",m/s,unknown,"0",,unknown,"100",,heart_rate,"172",bpm,cadence,"78",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.053",m/s,
Data,13,record,timestamp,"909157291",s,distance,"136.13",m,altitude,"1099.0",m,speed,"2.174",m/s,unknown,"0",,unknown,"100",,heart_rate,"171",bpm,cadence,"78",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.174",m/s,
Data,13,record,timestamp,"909157292",s,distance,"138.38",m,altitude,"1099.0",m,speed,"2.258",m/s,unknown,"0",,unknown,"100",,heart_rate,"167",bpm,cadence,"78",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.258",m/s,
Data,13,record,timestamp,"909157293",s,distance,"140.71",m,altitude,"1099.0",m,speed,"2.323",m/s,unknown,"0",,unknown,"100",,heart_rate,"165",bpm,cadence,"78",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.323",m/s,
Data,13,record,timestamp,"909157294",s,distance,"143.1",m,altitude,"1099.0",m,speed,"2.389",m/s,unknown,"0",,unknown,"100",,heart_rate,"168",bpm,cadence,"79",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.389",m/s,
Data,13,record,timestamp,"909157295",s,distance,"145.53",m,altitude,"1099.0",m,speed,"2.435",m/s,unknown,"0",,unknown,"100",,heart_rate,"170",bpm,cadence,"79",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.435",m/s,
Data,13,record,timestamp,"909157296",s,distance,"147.99",m,altitude,"1099.0",m,speed,"2.463",m/s,unknown,"0",,unknown,"100",,heart_rate,"171",bpm,cadence,"79",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.463",m/s,
Data,13,record,timestamp,"909157297",s,distance,"150.5",m,altitude,"1099.0",m,speed,"2.501",m/s,unknown,"0",,unknown,"100",,heart_rate,"171",bpm,cadence,"79",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.501",m/s,
Data,13,record,timestamp,"909157298",s,distance,"153.0",m,altitude,"1099.0",m,speed,"2.501",m/s,unknown,"0",,unknown,"100",,heart_rate,"171",bpm,cadence,"78",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.501",m/s,
Data,13,record,timestamp,"909157299",s,distance,"155.5",m,altitude,"1099.0",m,speed,"2.501",m/s,unknown,"0",,unknown,"100",,heart_rate,"170",bpm,cadence,"78",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.501",m/s,
Data,13,record,timestamp,"909157300",s,distance,"158.01",m,altitude,"1099.0",m,speed,"2.51",m/s,unknown,"0",,unknown,"100",,heart_rate,"166",bpm,cadence,"79",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.51",m/s,
Data,13,record,timestamp,"909157301",s,distance,"160.53",m,altitude,"1099.0",m,speed,"2.519",m/s,unknown,"0",,unknown,"100",,heart_rate,"163",bpm,cadence,"79",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.519",m/s,
Data,13,record,timestamp,"909157302",s,distance,"163.05",m,altitude,"1099.0",m,speed,"2.529",m/s,unknown,"0",,unknown,"100",,heart_rate,"163",bpm,cadence,"79",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.529",m/s,
Data,13,record,timestamp,"909157303",s,distance,"165.52",m,altitude,"1099.0",m,speed,"2.463",m/s,unknown,"0",,unknown,"100",,heart_rate,"165",bpm,cadence,"79",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.463",m/s,
Data,13,record,timestamp,"909157304",s,distance,"167.98",m,altitude,"1099.0",m,speed,"2.463",m/s,unknown,"0",,unknown,"100",,heart_rate,"162",bpm,cadence,"78",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.463",m/s,
Data,13,record,timestamp,"909157305",s,distance,"170.4",m,altitude,"1099.0",m,speed,"2.417",m/s,unknown,"0",,unknown,"100",,heart_rate,"164",bpm,cadence,"78",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.417",m/s,
Data,13,record,timestamp,"909157306",s,distance,"172.77",m,altitude,"1099.0",m,speed,"2.37",m/s,unknown,"0",,unknown,"100",,heart_rate,"166",bpm,cadence,"78",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.37",m/s,
Data,13,record,timestamp,"909157307",s,distance,"175.16",m,altitude,"1099.0",m,speed,"2.398",m/s,unknown,"0",,unknown,"100",,heart_rate,"167",bpm,cadence,"78",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.398",m/s,
Data,13,record,timestamp,"909157308",s,distance,"177.53",m,altitude,"1099.0",m,speed,"2.37",m/s,unknown,"0",,unknown,"100",,heart_rate,"167",bpm,cadence,"79",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.37",m/s,
Data,13,record,timestamp,"909157309",s,distance,"179.92",m,altitude,"1099.0",m,speed,"2.389",m/s,unknown,"0",,unknown,"100",,heart_rate,"167",bpm,cadence,"79",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.389",m/s,
Data,13,record,timestamp,"909157310",s,distance,"182.29",m,altitude,"1099.0",m,speed,"2.37",m/s,unknown,"0",,unknown,"100",,heart_rate,"168",bpm,cadence,"79",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.37",m/s,
Data,13,record,timestamp,"909157311",s,distance,"184.65",m,altitude,"1099.0",m,speed,"2.351",m/s,unknown,"0",,unknown,"100",,heart_rate,"168",bpm,cadence,"79",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.351",m/s,
Data,13,record,timestamp,"909157312",s,distance,"186.98",m,altitude,"1099.0",m,speed,"2.333",m/s,unknown,"0",,unknown,"100",,heart_rate,"169",bpm,cadence,"79",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.333",m/s,
Data,13,record,timestamp,"909157313",s,distance,"189.29",m,altitude,"1099.0",m,speed,"2.314",m/s,unknown,"0",,unknown,"100",,heart_rate,"170",bpm,cadence,"78",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.314",m/s,
Data,13,record,timestamp,"909157314",s,distance,"191.59",m,altitude,"1099.0",m,speed,"2.295",m/s,unknown,"0",,unknown,"100",,heart_rate,"170",bpm,cadence,"78",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.295",m/s,
Data,13,record,timestamp,"909157315",s,distance,"193.87",m,altitude,"1099.0",m,speed,"2.286",m/s,unknown,"0",,unknown,"100",,heart_rate,"170",bpm,cadence,"78",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.286",m/s,
Data,13,record,timestamp,"909157316",s,distance,"196.15",m,altitude,"1099.0",m,speed,"2.277",m/s,unknown,"0",,unknown,"100",,heart_rate,"169",bpm,cadence,"79",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.277",m/s,
Data,13,record,timestamp,"909157317",s,distance,"198.43",m,altitude,"1099.0",m,speed,"2.277",m/s,unknown,"0",,unknown,"100",,heart_rate,"169",bpm,cadence,"79",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.277",m/s,
Data,13,record,timestamp,"909157318",s,distance,"200.69",m,altitude,"1099.0",m,speed,"2.267",m/s,unknown,"0",,unknown,"100",,heart_rate,"168",bpm,cadence,"79",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.267",m/s,
Data,13,record,timestamp,"909157319",s,distance,"202.95",m,altitude,"1099.0",m,speed,"2.258",m/s,unknown,"0",,unknown,"100",,heart_rate,"167",bpm,cadence,"79",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.258",m/s,
Data,13,record,timestamp,"909157320",s,distance,"205.24",m,altitude,"1099.0",m,speed,"2.286",m/s,unknown,"0",,unknown,"100",,heart_rate,"167",bpm,cadence,"79",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.286",m/s,
Data,13,record,timestamp,"909157321",s,distance,"207.55",m,altitude,"1099.0",m,speed,"2.314",m/s,unknown,"0",,unknown,"300",,heart_rate,"170",bpm,cadence,"80",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1099.0",m,enhanced_speed,"2.314",m/s,
