Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,
Data,13,record,timestamp,"908826685",s,position_lat,"609380535",semicircles,position_long,"-1361683616",semicircles,distance,"19.62",m,altitude,"1114.6",m,speed,"1.773",m/s,unknown,"0",,unknown,"300",,heart_rate,"123",bpm,cadence,"80",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1114.6",m,enhanced_speed,"1.773",m/s,
Data,13,record,timestamp,"908826686",s,position_lat,"609380874",semicircles,position_long,"-1361684013",semicircles,distance,"23.54",m,altitude,"1114.6",m,speed,"2.23",m/s,unknown,"0",,unknown,"300",,heart_rate,"123",bpm,cadence,"81",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1114.6",m,enhanced_speed,"2.23",m/s,
Data,13,record,timestamp,"908826687",s,position_lat,"609381186",semicircles,position_long,"-1361684412",semicircles,distance,"27.28",m,altitude,"1114.4",m,speed,"2.501",m/s,unknown,"0",,unknown,"300",,heart_rate,"126",bpm,cadence,"81",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1114.4",m,enhanced_speed,"2.501",m/s,
Data,13,record,timestamp,"908826688",s,position_lat,"609381508",semicircles,position_long,"-1361684776",semicircles,distance,"30.96",m,altitude,"1114.6",m,speed,"2.725",m/s,unknown,"250",,unknown,"300",,heart_rate,"128",bpm,cadence,"82",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1114.6",m,enhanced_speed,"2.725",m/s,
Data,13,record,timestamp,"908826689",s,position_lat,"609381826",semicircles,position_long,"-1361685133",semicircles,distance,"34.59",m,altitude,"1114.8",m,speed,"2.855",m/s,unknown,"0",,unknown,"300",,heart_rate,"130",bpm,cadence,"82",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1114.8",m,enhanced_speed,"2.855",m/s,
Data,13,record,timestamp,"908826690",s,position_lat,"609382138",semicircles,position_long,"-1361685464",semicircles,distance,"38.08",m,altitude,"1114.4",m,speed,"2.939",m/s,unknown,"0",,unknown,"300",,heart_rate,"130",bpm,cadence,"83",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1114.4",m,enhanced_speed,"2.939",m/s,
Data,13,record,timestamp,"908826691",s,position_lat,"609382450",semicircles,position_long,"-1361685821",semicircles,distance,"41.67",m,altitude,"1114.4",m,speed,"2.995",m/s,unknown,"0",,unknown,"300",,heart_rate,"131",bpm,cadence,"83",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1114.4",m,enhanced_speed,"2.995",m/s,
Data,13,record,timestamp,"908826692",s,position_lat,"609382740",semicircles,position_long,"-1361686163",semicircles,distance,"45.04",m,altitude,"1114.2",m,speed,"3.014",m/s,unknown,"0",,unknown,"300",,heart_rate,"132",bpm,cadence,"82",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1114.2",m,enhanced_speed,"3.014",m/s,
Data,13,record,timestamp,"908826693",s,position_lat,"609383047",semicircles,position_long,"-1361686506",semicircles,distance,"48.54",m,altitude,"1114.6",m,speed,"3.051",m/s,unknown,"0",,unknown,"300",,heart_rate,"132",bpm,cadence,"82",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1114.6",m,enhanced_speed,"3.051",m/s,
Data,13,record,timestamp,"908826694",s,position_lat,"609383328",semicircles,position_long,"-1361686858",semicircles,distance,"51.87",m,altitude,"1115.0",m,speed,"3.06",m/s,unknown,"0",,unknown,"300",,heart_rate,"133",bpm,cadence,"82",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1115.0",m,enhanced_speed,"3.06",m/s,
Data,13,record,timestamp,"908826695",s,position_lat,"609383591",semicircles,position_long,"-1361687233",semicircles,distance,"55.17",m,altitude,"1114.6",m,speed,"3.079",m/s,unknown,"0",,unknown,"300",,heart_rate,"133",bpm,cadence,"83",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1114.6",m,enhanced_speed,"3.079",m/s,
Data,13,record,timestamp,"908826696",s,position_lat,"609383840",semicircles,position_long,"-1361687661",semicircles,distance,"58.59",m,altitude,"1114.8",m,speed,"3.088",m/s,unknown,"0",,unknown,"300",,heart_rate,"134",bpm,cadence,"83",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1114.8",m,enhanced_speed,"3.088",m/s,
Data,13,record,timestamp,"908826697",s,position_lat,"609384076",semicircles,position_long,"-1361688117",semicircles,distance,"62.05",m,altitude,"1114.8",m,speed,"3.107",m/s,unknown,"0",,unknown,"300",,heart_rate,"135",bpm,cadence,"83",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1114.8",m,enhanced_speed,"3.107",m/s,
Data,13,record,timestamp,"908826698",s,position_lat,"609384338",semicircles,position_long,"-1361688582",semicircles,distance,"65.72",m,altitude,"1115.6",m,speed,"3.116",m/s,unknown,"0",,unknown,"300",,heart_rate,"137",bpm,cadence,"83",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1115.6",m,enhanced_speed,"3.116",m/s,
Data,13,record,timestamp,"908826699",s,position_lat,"609384588",semicircles,position_long,"-1361688999",semicircles,distance,"69.1",m,altitude,"1115.2",m,speed,"3.135",m/s,unknown,"0",,unknown,"300",,heart_rate,"138",bpm,cadence,"83",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1115.2",m,enhanced_speed,"3.135",m/s,
Data,13,record,timestamp,"908826700",s,position_lat,"609384792",semicircles,position_long,"-1361689411",semicircles,distance,"72.18",m,altitude,"1114.8",m,speed,"3.144",m/s,unknown,"0",,unknown,"300",,heart_rate,"137",bpm,cadence,"83",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1114.8",m,enhanced_speed,"3.144",m/s,
Data,13,record,timestamp,"908826701",s,position_lat,"609384980",semicircles,position_long,"-1361689831",semicircles,distance,"75.2",m,altitude,"1114.8",m,speed,"3.154",m/s,unknown,"0",,unknown,"300",,heart_rate,"140",bpm,cadence,"83",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1114.8",m,enhanced_speed,"3.154",m/s,
Data,13,record,timestamp,"908826702",s,position_lat,"609385164",semicircles,position_long,"-1361690197",semicircles,distance,"77.94",m,altitude,"1114.8",m,speed,"3.154",m/s,unknown,"0",,unknown,"300",,heart_rate,"141",bpm,cadence,"83",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1114.8",m,enhanced_speed,"3.154",m/s,
Data,13,record,timestamp,"908826703",s,position_lat,"609385368",semicircles,position_long,"-1361690602",semicircles,distance,"80.98",m,altitude,"1114.8",m,speed,"3.154",m/s,unknown,"0",,unknown,"300",,heart_rate,"140",bpm,cadence,"83",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1114.8",m,enhanced_speed,"3.154",m/s,
Data,13,record,timestamp,"908826704",s,position_lat,"609385609",semicircles,position_long,"-1361691018",semicircles,distance,"84.3",m,altitude,"1114.8",m,speed,"3.154",m/s,unknown,"0",,unknown,"300",,heart_rate,"139",bpm,cadence,"83",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1114.8",m,enhanced_speed,"3.154",m/s,
Data,13,record,timestamp,"908826705",s,position_lat,"609385877",semicircles,position_long,"-1361691379",semicircles,distance,"87.54",m,altitude,"1114.8",m,speed,"3.154",m/s,unknown,"0",,unknown,"300",,heart_rate,"139",bpm,cadence,"83",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1114.8",m,enhanced_speed,"3.154",m/s,
Data,13,record,timestamp,"908826706",s,position_lat,"609386171",semicircles,position_long,"-1361691764",semicircles,distance,"91.07",m,altitude,"1114.8",m,speed,"3.172",m/s,unknown,"0",,unknown,"300",,heart_rate,"140",bpm,cadence,"83",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1114.8",m,enhanced_speed,"3.172",m/s,
Data,13,record,timestamp,"908826707",s,position_lat,"609386448",semicircles,position_long,"-1361692081",semicircles,distance,"94.23",m,altitude,"1114.8",m,speed,"3.172",m/s,unknown,"0",,unknown,"300",,heart_rate,"140",bpm,cadence,"83",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1114.8",m,enhanced_speed,"3.172",m/s,
Data,13,record,timestamp,"908826708",s,position_lat,"609386719",semicircles,position_long,"-1361692468",semicircles,distance,"97.62",m,altitude,"1115.0",m,speed,"3.182",m/s,unknown,"0",,unknown,"300",,heart_rate,"141",bpm,cadence,"83",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1115.0",m,enhanced_speed,"3.182",m/s,
Data,13,record,timestamp,"908826709",s,position_lat,"609386964",semicircles,position_long,"-1361692860",semicircles,distance,"100.86",m,altitude,"1115.0",m,speed,"3.2",m/s,unknown,"0",,unknown,"300",,heart_rate,"142",bpm,cadence,"83",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1115.0",m,enhanced_speed,"3.2",m/s,
Data,13,record,timestamp,"908826710",s,position_lat,"609387180",semicircles,position_long,"-1361693243",semicircles,distance,"103.88",m,altitude,"1115.0",m,speed,"3.21",m/s,unknown,"0",,unknown,"300",,heart_rate,"143",bpm,cadence,"84",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1115.0",m,enhanced_speed,"3.21",m/s,
Data,13,record,timestamp,"908826711",s,position_lat,"609387381",semicircles,position_long,"-1361693680",semicircles,distance,"107.05",m,altitude,"1115.2",m,speed,"3.21",m/s,unknown,"0",,unknown,"300",,heart_rate,"143",bpm,cadence,"84",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1115.2",m,enhanced_speed,"3.21",m/s,
Data,13,record,timestamp,"908826712",s,position_lat,"609387567",semicircles,position_long,"-1361694053",semicircles,distance,"109.85",m,altitude,"1115.2",m,speed,"3.219",m/s,unknown,"0",,unknown,"300",,heart_rate,"144",bpm,cadence,"84",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1115.2",m,enhanced_speed,"3.219",m/s,
Data,13,record,timestamp,"908826713",s,position_lat,"609387713",semicircles,position_long,"-1361694502",semicircles,distance,"112.81",m,altitude,"1115.2",m,speed,"3.219",m/s,unknown,"0",,unknown,"300",,heart_rate,"145",bpm,cadence,"83",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1115.2",m,enhanced_speed,"3.219",m/s,
Data,13,record,timestamp,"908826714",s,position_lat,"609387900",semicircles,position_long,"-1361694984",semicircles,distance,"116.14",m,altitude,"1115.2",m,speed,"3.219",m/s,unknown,"0",,unknown,"300",,heart_rate,"147",bpm,cadence,"83",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1115.2",m,enhanced_speed,"3.219",m/s,
Data,13,record,timestamp,"908826715",s,position_lat,"609388121",semicircles,position_long,"-1361695437",semicircles,distance,"119.49",m,altitude,"1115.4",m,speed,"3.219",m/s,unknown,"0",,unknown,"300",,heart_rate,"147",bpm,cadence,"82",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1115.4",m,enhanced_speed,"3.219",m/s,
Data,13,record,timestamp,"908826716",s,position_lat,"609388360",semicircles,position_long,"-1361695874",semicircles,distance,"122.87",m,altitude,"1115.4",m,speed,"3.219",m/s,unknown,"0",,unknown,"300",,heart_rate,"148",bpm,cadence,"83",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1115.4",m,enhanced_speed,"3.219",m/s,
Data,13,record,timestamp,"908826717",s,position_lat,"609388583",semicircles,position_long,"-1361696270",semicircles,distance,"125.96",m,altitude,"1115.4",m,speed,"3.228",m/s,unknown,"0",,unknown,"300",,heart_rate,"148",bpm,cadence,"83",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1115.4",m,enhanced_speed,"3.228",m/s,
Data,13,record,timestamp,"908826718",s,position_lat,"609388770",semicircles,position_long,"-1361696702",semicircles,distance,"129.03",m,altitude,"1115.4",m,speed,"3.228",m/s,unknown,"0",,unknown,"300",,heart_rate,"148",bpm,cadence,"83",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1115.4",m,enhanced_speed,"3.228",m/s,
Data,13,record,timestamp,"908826719",s,position_lat,"609388918",semicircles,position_long,"-1361697179",semicircles,distance,"132.16",m,altitude,"1115.6",m,speed,"3.228",m/s,unknown,"0",,unknown,"300",,heart_rate,"148",bpm,cadence,"83",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1115.6",m,enhanced_speed,"3.228",m/s,
Data,13,record,timestamp,"908826720",s,position_lat,"609389050",semicircles,position_long,"-1361697659",semicircles,distance,"135.23",m,altitude,"1115.6",m,speed,"3.219",m/s,unknown,"0",,unknown,"300",,heart_rate,"149",bpm,cadence,"83",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1115.6",m,enhanced_speed,"3.219",m/s,
Data,13,record,timestamp,"908826721",s,position_lat,"609389160",semicircles,position_long,"-1361698181",semicircles,distance,"138.44",m,altitude,"1115.6",m,speed,"3.219",m/s,unknown,"0",,unknown,"300",,heart_rate,"149",bpm,cadence,"83",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1115.6",m,enhanced_speed,"3.219",m/s,
Data,13,record,timestamp,"908826722",s,position_lat,"609389260",semicircles,position_long,"-1361698693",semicircles,distance,"141.58",m,altitude,"1115.6",m,speed,"3.219",m/s,unknown,"0",,unknown,"300",,heart_rate,"149",bpm,cadence,"83",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1115.6",m,enhanced_speed,"3.219",m/s,
Data,13,record,timestamp,"908826723",s,position_lat,"609389351",semicircles,position_long,"-1361699217",semicircles,distance,"144.77",m,altitude,"1115.8",m,speed,"3.21",m/s,unknown,"0",,unknown,"300",,heart_rate,"149",bpm,cadence,"83",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1115.8",m,enhanced_speed,"3.21",m/s,
Data,13,record,timestamp,"908826724",s,position_lat,"609389444",semicircles,position_long,"-1361699757",semicircles,distance,"148.05",m,altitude,"1115.8",m,speed,"3.21",m/s,unknown,"0",,unknown,"300",,heart_rate,"149",bpm,cadence,"83",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1115.8",m,enhanced_speed,"3.21",m/s,
Data,13,record,timestamp,"908826725",s,position_lat,"609389507",semicircles,position_long,"-1361700319",semicircles,distance,"151.39",m,altitude,"1116.0",m,speed,"3.21",m/s,unknown,"0",,unknown,"300",,heart_rate,"150",bpm,cadence,"84",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1116.0",m,enhanced_speed,"3.21",m/s,
Data,13,record,timestamp,"908826726",s,position_lat,"609389611",semicircles,position_long,"-1361700867",semicircles,distance,"154.76",m,altitude,"1116.2",m,speed,"3.2",m/s,unknown,"0",,unknown,"300",,heart_rate,"149",bpm,cadence,"84",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1116.2",m,enhanced_speed,"3.2",m/s,
Data,13,record,timestamp,"908826727",s,position_lat,"609389674",semicircles,position_long,"-1361701394",semicircles,distance,"157.9",m,altitude,"1116.2",m,speed,"3.191",m/s,unknown,"0",,unknown,"300",,heart_rate,"149",bpm,cadence,"84",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1116.2",m,enhanced_speed,"3.191",m/s,
Data,13,record,timestamp,"908826728",s,position_lat,"609389763",semicircles,position_long,"-1361701905",semicircles,distance,"161.02",m,altitude,"1116.2",m,speed,"3.182",m/s,unknown,"0",,unknown,"300",,heart_rate,"150",bpm,cadence,"84",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1116.2",m,enhanced_speed,"3.182",m/s,
Data,13,record,timestamp,"908826729",s,position_lat,"609389825",semicircles,position_long,"-1361702442",semicircles,distance,"164.22",m,altitude,"1116.4",m,speed,"3.172",m/s,unknown,"0",,unknown,"300",,heart_rate,"152",bpm,cadence,"84",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1116.4",m,enhanced_speed,"3.172",m/s,
Data,13,record,timestamp,"908826730",s,position_lat,"609389910",semicircles,position_long,"-1361702975",semicircles,distance,"167.45",m,altitude,"1116.4",m,speed,"3.172",m/s,unknown,"0",,unknown,"300",,heart_rate,"152",bpm,cadence,"84",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1116.4",m,enhanced_speed,"3.172",m/s,
Data,13,record,timestamp,"908826731",s,position_lat,"609389990",semicircles,position_long,"-1361703537",semicircles,distance,"170.83",m,altitude,"1116.4",m,speed,"3.172",m/s,unknown,"0",,unknown,"300",,heart_rate,"152",bpm,cadence,"84",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1116.4",m,enhanced_speed,"3.172",m/s,
Data,13,record,timestamp,"908826732",s,position_lat,"609390092",semicircles,position_long,"-1361704067",semicircles,distance,"174.09",m,altitude,"1116.6",m,speed,"3.172",m/s,unknown,"0",,unknown,"300",,heart_rate,"153",bpm,cadence,"84",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1116.6",m,enhanced_speed,"3.172",m/s,
Data,13,record,timestamp,"908826733",s,position_lat,"609390211",semicircles,position_long,"-1361704599",semicircles,distance,"177.4",m,altitude,"1116.6",m,speed,"3.182",m/s,unknown,"0",,unknown,"300",,heart_rate,"155",bpm,cadence,"84",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1116.6",m,enhanced_speed,"3.182",m/s,
Data,13,record,timestamp,"908826734",s,position_lat,"609390403",semicircles,position_long,"-1361705061",semicircles,distance,"180.63",m,altitude,"1116.6",m,speed,"3.182",m/s,unknown,"0",,unknown,"300",,heart_rate,"155",bpm,cadence,"84",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1116.6",m,enhanced_speed,"3.182",m/s,
Data,13,record,timestamp,"908826735",s,position_lat,"609390536",semicircles,position_long,"-1361705573",semicircles,distance,"183.87",m,altitude,"1116.6",m,speed,"3.182",m/s,unknown,"0",,unknown,"300",,heart_rate,"156",bpm,cadence,"84",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1116.6",m,enhanced_speed,"3.182",m/s,
Data,13,record,timestamp,"908826736",s,position_lat,"609390703",semicircles,position_long,"-1361706065",semicircles,distance,"187.16",m,altitude,"1116.6",m,speed,"3.182",m/s,unknown,"0",,unknown,"300",,heart_rate,"157",bpm,cadence,"84",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1116.6",m,enhanced_speed,"3.182",m/s,
Data,13,record,timestamp,"908826737",s,position_lat,"609390836",semicircles,position_long,"-1361706593",semicircles,distance,"190.5",m,altitude,"1116.6",m,speed,"3.182",m/s,unknown,"0",,unknown,"300",,heart_rate,"156",bpm,cadence,"84",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1116.6",m,enhanced_speed,"3.182",m/s,
Data,13,record,timestamp,"908826738",s,position_lat,"609390985",semicircles,position_long,"-1361707119",semicircles,distance,"193.88",m,altitude,"1116.6",m,speed,"3.191",m/s,unknown,"0",,unknown,"300",,heart_rate,"155",bpm,cadence,"84",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1116.6",m,enhanced_speed,"3.191",m/s,
Data,13,record,timestamp,"908826739",s,position_lat,"609391116",semicircles,position_long,"-1361707651",semicircles,distance,"197.23",m,altitude,"1116.6",m,speed,"3.191",m/s,unknown,"0",,unknown,"300",,heart_rate,"155",bpm,cadence,"84",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1116.6",m,enhanced_speed,"3.191",m/s,
Data,13,record,timestamp,"908826740",s,position_lat,"609391320",semicircles,position_long,"-1361708108",semicircles,distance,"200.49",m,altitude,"1116.6",m,speed,"3.191",m/s,unknown,"0",,unknown,"300",,heart_rate,"155",bpm,cadence,"84",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1116.6",m,enhanced_speed,"3.191",m/s,
Data,13,record,timestamp,"908826741",s,position_lat,"609391533",semicircles,position_long,"-1361708592",semicircles,distance,"203.95",m,altitude,"1116.6",m,speed,"3.191",m/s,unknown,"0",,unknown,"300",,heart_rate,"155",bpm,cadence,"84",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1116.6",m,enhanced_speed,"3.191",m/s,
Data,13,record,timestamp,"908826742",s,position_lat,"609391754",semicircles,position_long,"-1361709040",semicircles,distance,"207.29",m,altitude,"1116.6",m,speed,"3.191",m/s,unknown,"0",,unknown,"300",,heart_rate,"155",bpm,cadence,"84",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1116.6",m,enhanced_speed,"3.191",m/s,
Data,13,record,timestamp,"908826743",s,position_lat,"609391986",semicircles,position_long,"-1361709435",semicircles,distance,"210.44",m,altitude,"1116.6",m,speed,"3.191",m/s,unknown,"0",,unknown,"300",,heart_rate,"155",bpm,cadence,"84",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1116.6",m,enhanced_speed,"3.191",m/s,
Data,13,record,timestamp,"908826744",s,position_lat,"609392172",semicircles,position_long,"-1361709867",semicircles,distance,"213.52",m,altitude,"1116.6",m,speed,"3.191",m/s,unknown,"0",,unknown,"300",,heart_rate,"157",bpm,cadence,"84",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1116.6",m,enhanced_speed,"3.191",m/s,
Data,13,record,timestamp,"908826745",s,position_lat,"609392366",semicircles,position_long,"-1361710296",semicircles,distance,"216.62",m,altitude,"1116.6",m,speed,"3.191",m/s,unknown,"0",,unknown,"300",,heart_rate,"159",bpm,cadence,"84",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1116.6",m,enhanced_speed,"3.191",m/s,
Data,13,record,timestamp,"908826746",s,position_lat,"609392558",semicircles,position_long,"-1361710755",semicircles,distance,"219.85",m,altitude,"1116.6",m,speed,"3.2",m/s,unknown,"0",,unknown,"300",,heart_rate,"160",bpm,cadence,"84",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1116.6",m,enhanced_speed,"3.2",m/s,
Data,13,record,timestamp,"908826747",s,position_lat,"609392680",semicircles,position_long,"-1361711242",semicircles,distance,"222.92",m,altitude,"1116.6",m,speed,"3.2",m/s,unknown,"0",,unknown,"300",,heart_rate,"161",bpm,cadence,"84",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1116.6",m,enhanced_speed,"3.2",m/s,
Data,13,record,timestamp,"908826748",s,position_lat,"609392813",semicircles,position_long,"-1361711703",semicircles,distance,"225.89",m,altitude,"1116.6",m,speed,"3.2",m/s,unknown,"0",,unknown,"300",,heart_rate,"161",bpm,cadence,"84",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1116.6",m,enhanced_speed,"3.2",m/s,
