Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,
Data,13,record,timestamp,"908738224",s,position_lat,"609380081",semicircles,position_long,"-1361684638",semicircles,distance,"20.2",m,altitude,"1093.8",m,speed,"2.445",m/s,unknown,"0",,unknown,"100",,heart_rate,"110",bpm,cadence,"87",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1093.8",m,enhanced_speed,"2.445",m/s,
Data,13,record,timestamp,"908738225",s,position_lat,"609380310",semicircles,position_long,"-1361684888",semicircles,distance,"22.79",m,altitude,"1094.0",m,speed,"2.491",m/s,unknown,"0",,unknown,"100",,heart_rate,"110",bpm,cadence,"87",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1094.0",m,enhanced_speed,"2.491",m/s,
Data,13,record,timestamp,"908738226",s,position_lat,"609380547",semicircles,position_long,"-1361685117",semicircles,distance,"25.38",m,altitude,"1093.8",m,speed,"2.501",m/s,unknown,"0",,unknown,"100",,heart_rate,"110",bpm,cadence,"87",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1093.8",m,enhanced_speed,"2.501",m/s,
Data,13,record,timestamp,"908738227",s,position_lat,"609380787",semicircles,position_long,"-1361685350",semicircles,distance,"28.0",m,altitude,"1094.0",m,speed,"2.501",m/s,unknown,"0",,unknown,"100",,heart_rate,"112",bpm,cadence,"86",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1094.0",m,enhanced_speed,"2.501",m/s,
Data,13,record,timestamp,"908738228",s,position_lat,"609381044",semicircles,position_long,"-1361685585",semicircles,distance,"30.77",m,altitude,"1093.4",m,speed,"2.51",m/s,unknown,"0",,unknown,"100",,heart_rate,"112",bpm,cadence,"86",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1093.4",m,enhanced_speed,"2.51",m/s,
Data,13,record,timestamp,"908738229",s,position_lat,"609381301",semicircles,position_long,"-1361685850",semicircles,distance,"33.62",m,altitude,"1094.2",m,speed,"2.538",m/s,unknown,"0",,unknown,"100",,heart_rate,"113",bpm,cadence,"86",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1094.2",m,enhanced_speed,"2.538",m/s,
Data,13,record,timestamp,"908738230",s,position_lat,"609381534",semicircles,position_long,"-1361686112",semicircles,distance,"36.29",m,altitude,"1094.0",m,speed,"2.575",m/s,unknown,"0",,unknown,"100",,heart_rate,"119",bpm,cadence,"86",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1094.0",m,enhanced_speed,"2.575",m/s,
Data,13,record,timestamp,"908738231",s,position_lat,"609381770",semicircles,position_long,"-1361686325",semicircles,distance,"38.81",m,altitude,"1094.0",m,speed,"2.575",m/s,unknown,"0",,unknown,"100",,heart_rate,"119",bpm,cadence,"87",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1094.0",m,enhanced_speed,"2.575",m/s,
Data,13,record,timestamp,"908738232",s,position_lat,"609381999",semicircles,position_long,"-1361686559",semicircles,distance,"41.35",m,altitude,"1093.8",m,speed,"2.585",m/s,unknown,"258",,unknown,"100",,heart_rate,"122",bpm,cadence,"87",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1093.8",m,enhanced_speed,"2.585",m/s,
Data,13,record,timestamp,"908738233",s,position_lat,"609382213",semicircles,position_long,"-1361686801",semicircles,distance,"43.8",m,altitude,"1093.8",m,speed,"2.585",m/s,unknown,"0",,unknown,"100",,heart_rate,"128",bpm,cadence,"87",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1093.8",m,enhanced_speed,"2.585",m/s,
Data,13,record,timestamp,"908738234",s,position_lat,"609382438",semicircles,position_long,"-1361687058",semicircles,distance,"46.38",m,altitude,"1093.8",m,speed,"2.603",m/s,unknown,"0",,unknown,"100",,heart_rate,"128",bpm,cadence,"87",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1093.8",m,enhanced_speed,"2.603",m/s,
Data,13,record,timestamp,"908738235",s,position_lat,"609382652",semicircles,position_long,"-1361687347",semicircles,distance,"49.0",m,altitude,"1093.8",m,speed,"2.613",m/s,unknown,"0",,unknown,"100",,heart_rate,"132",bpm,cadence,"87",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1093.8",m,enhanced_speed,"2.613",m/s,
Data,13,record,timestamp,"908738236",s,position_lat,"609382853",semicircles,position_long,"-1361687668",semicircles,distance,"51.66",m,altitude,"1093.8",m,speed,"2.622",m/s,unknown,"0",,unknown,"100",,heart_rate,"132",bpm,cadence,"87",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1093.8",m,enhanced_speed,"2.622",m/s,
Data,13,record,timestamp,"908738237",s,position_lat,"609383035",semicircles,position_long,"-1361687991",semicircles,distance,"54.21",m,altitude,"1093.8",m,speed,"2.641",m/s,unknown,"0",,unknown,"100",,heart_rate,"134",bpm,cadence,"86",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1093.8",m,enhanced_speed,"2.641",m/s,
Data,13,record,timestamp,"908738238",s,position_lat,"609383238",semicircles,position_long,"-1361688332",semicircles,distance,"56.95",m,altitude,"1094.0",m,speed,"2.641",m/s,unknown,"0",,unknown,"100",,heart_rate,"137",bpm,cadence,"86",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1094.0",m,enhanced_speed,"2.641",m/s,
Data,13,record,timestamp,"908738239",s,position_lat,"609383444",semicircles,position_long,"-1361688672",semicircles,distance,"59.73",m,altitude,"1094.0",m,speed,"2.659",m/s,unknown,"0",,unknown,"100",,heart_rate,"138",bpm,cadence,"86",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1094.0",m,enhanced_speed,"2.659",m/s,
Data,13,record,timestamp,"908738240",s,position_lat,"609383757",semicircles,position_long,"-1361688874",semicircles,distance,"62.67",m,altitude,"1094.0",m,speed,"2.669",m/s,unknown,"0",,unknown,"100",,heart_rate,"138",bpm,cadence,"86",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1094.0",m,enhanced_speed,"2.669",m/s,
Data,13,record,timestamp,"908738241",s,position_lat,"609384037",semicircles,position_long,"-1361689179",semicircles,distance,"65.79",m,altitude,"1094.0",m,speed,"2.687",m/s,unknown,"0",,unknown,"100",,heart_rate,"139",bpm,cadence,"86",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1094.0",m,enhanced_speed,"2.687",m/s,
Data,13,record,timestamp,"908738242",s,position_lat,"609384311",semicircles,position_long,"-1361689440",semicircles,distance,"68.68",m,altitude,"1094.0",m,speed,"2.706",m/s,unknown,"0",,unknown,"100",,heart_rate,"141",bpm,cadence,"86",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1094.0",m,enhanced_speed,"2.706",m/s,
Data,13,record,timestamp,"908738243",s,position_lat,"609384564",semicircles,position_long,"-1361689712",semicircles,distance,"71.48",m,altitude,"1094.0",m,speed,"2.715",m/s,unknown,"0",,unknown,"100",,heart_rate,"141",bpm,cadence,"87",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1094.0",m,enhanced_speed,"2.715",m/s,
Data,13,record,timestamp,"908738244",s,position_lat,"609384793",semicircles,position_long,"-1361690028",semicircles,distance,"74.3",m,altitude,"1094.0",m,speed,"2.715",m/s,unknown,"0",,unknown,"100",,heart_rate,"143",bpm,cadence,"87",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1094.0",m,enhanced_speed,"2.715",m/s,
Data,13,record,timestamp,"908738245",s,position_lat,"609385034",semicircles,position_long,"-1361690330",semicircles,distance,"77.14",m,altitude,"1094.0",m,speed,"2.725",m/s,unknown,"0",,unknown,"100",,heart_rate,"143",bpm,cadence,"87",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1094.0",m,enhanced_speed,"2.725",m/s,
Data,13,record,timestamp,"908738246",s,position_lat,"609385327",semicircles,position_long,"-1361690743",semicircles,distance,"80.76",m,altitude,"1094.0",m,speed,"2.734",m/s,unknown,"0",,unknown,"100",,heart_rate,"143",bpm,cadence,"87",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1094.0",m,enhanced_speed,"2.734",m/s,
Data,13,record,timestamp,"908738247",s,position_lat,"609385638",semicircles,position_long,"-1361691135",semicircles,distance,"84.42",m,altitude,"1094.0",m,speed,"2.753",m/s,unknown,"0",,unknown,"100",,heart_rate,"145",bpm,cadence,"87",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1094.0",m,enhanced_speed,"2.753",m/s,
Data,13,record,timestamp,"908738248",s,position_lat,"609385875",semicircles,position_long,"-1361691482",semicircles,distance,"87.42",m,altitude,"1094.0",m,speed,"2.771",m/s,unknown,"0",,unknown,"100",,heart_rate,"145",bpm,cadence,"87",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1094.0",m,enhanced_speed,"2.771",m/s,
Data,13,record,timestamp,"908738249",s,position_lat,"609386102",semicircles,position_long,"-1361691786",semicircles,distance,"90.19",m,altitude,"1094.0",m,speed,"2.781",m/s,unknown,"0",,unknown,"100",,heart_rate,"146",bpm,cadence,"87",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1094.0",m,enhanced_speed,"2.781",m/s,
Data,13,record,timestamp,"908738250",s,position_lat,"609386327",semicircles,position_long,"-1361692090",semicircles,distance,"92.92",m,altitude,"1094.0",m,speed,"2.781",m/s,unknown,"0",,unknown,"100",,heart_rate,"146",bpm,cadence,"87",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1094.0",m,enhanced_speed,"2.781",m/s,
Data,13,record,timestamp,"908738251",s,position_lat,"609386526",semicircles,position_long,"-1361692475",semicircles,distance,"95.84",m,altitude,"1094.0",m,speed,"2.781",m/s,unknown,"0",,unknown,"100",,heart_rate,"146",bpm,cadence,"87",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1094.0",m,enhanced_speed,"2.781",m/s,
Data,13,record,timestamp,"908738252",s,position_lat,"609386718",semicircles,position_long,"-1361692854",semicircles,distance,"98.7",m,altitude,"1094.0",m,speed,"2.781",m/s,unknown,"0",,unknown,"100",,heart_rate,"147",bpm,cadence,"86",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1094.0",m,enhanced_speed,"2.781",m/s,
Data,13,record,timestamp,"908738253",s,position_lat,"609386894",semicircles,position_long,"-1361693224",semicircles,distance,"101.43",m,altitude,"1094.0",m,speed,"2.781",m/s,unknown,"0",,unknown,"100",,heart_rate,"147",bpm,cadence,"86",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1094.0",m,enhanced_speed,"2.781",m/s,
Data,13,record,timestamp,"908738254",s,position_lat,"609387060",semicircles,position_long,"-1361693596",semicircles,distance,"104.1",m,altitude,"1094.0",m,speed,"2.781",m/s,unknown,"0",,unknown,"100",,heart_rate,"147",bpm,cadence,"86",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1094.0",m,enhanced_speed,"2.781",m/s,
Data,13,record,timestamp,"908738255",s,position_lat,"609387180",semicircles,position_long,"-1361693959",semicircles,distance,"106.51",m,altitude,"1094.0",m,speed,"2.771",m/s,unknown,"0",,unknown,"100",,heart_rate,"147",bpm,cadence,"86",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1094.0",m,enhanced_speed,"2.771",m/s,
Data,13,record,timestamp,"908738256",s,position_lat,"609387324",semicircles,position_long,"-1361694333",semicircles,distance,"109.08",m,altitude,"1094.2",m,speed,"2.762",m/s,unknown,"0",,unknown,"100",,heart_rate,"148",bpm,cadence,"87",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1094.2",m,enhanced_speed,"2.762",m/s,
Data,13,record,timestamp,"908738257",s,position_lat,"609387455",semicircles,position_long,"-1361694672",semicircles,distance,"111.41",m,altitude,"1094.2",m,speed,"2.753",m/s,unknown,"0",,unknown,"100",,heart_rate,"148",bpm,cadence,"87",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1094.2",m,enhanced_speed,"2.753",m/s,
Data,13,record,timestamp,"908738258",s,position_lat,"609387608",semicircles,position_long,"-1361695041",semicircles,distance,"114.0",m,altitude,"1094.2",m,speed,"2.743",m/s,unknown,"0",,unknown,"100",,heart_rate,"148",bpm,cadence,"87",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1094.2",m,enhanced_speed,"2.743",m/s,
Data,13,record,timestamp,"908738259",s,position_lat,"609387752",semicircles,position_long,"-1361695438",semicircles,distance,"116.69",m,altitude,"1094.2",m,speed,"2.734",m/s,unknown,"0",,unknown,"100",,heart_rate,"148",bpm,cadence,"87",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1094.2",m,enhanced_speed,"2.734",m/s,
Data,13,record,timestamp,"908738260",s,position_lat,"609387901",semicircles,position_long,"-1361695829",semicircles,distance,"119.38",m,altitude,"1094.4",m,speed,"2.734",m/s,unknown,"0",,unknown,"100",,heart_rate,"149",bpm,cadence,"86",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1094.4",m,enhanced_speed,"2.734",m/s,
Data,13,record,timestamp,"908738261",s,position_lat,"609388052",semicircles,position_long,"-1361696228",semicircles,distance,"122.11",m,altitude,"1094.4",m,speed,"2.734",m/s,unknown,"0",,unknown,"100",,heart_rate,"149",bpm,cadence,"86",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1094.4",m,enhanced_speed,"2.734",m/s,
Data,13,record,timestamp,"908738262",s,position_lat,"609388208",semicircles,position_long,"-1361696604",semicircles,distance,"124.75",m,altitude,"1094.4",m,speed,"2.734",m/s,unknown,"0",,unknown,"100",,heart_rate,"149",bpm,cadence,"86",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1094.4",m,enhanced_speed,"2.734",m/s,
Data,13,record,timestamp,"908738263",s,position_lat,"609388362",semicircles,position_long,"-1361696979",semicircles,distance,"127.38",m,altitude,"1094.6",m,speed,"2.725",m/s,unknown,"0",,unknown,"100",,heart_rate,"149",bpm,cadence,"86",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1094.6",m,enhanced_speed,"2.725",m/s,
Data,13,record,timestamp,"908738264",s,position_lat,"609388517",semicircles,position_long,"-1361697364",semicircles,distance,"130.06",m,altitude,"1094.6",m,speed,"2.725",m/s,unknown,"0",,unknown,"100",,heart_rate,"149",bpm,cadence,"86",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1094.6",m,enhanced_speed,"2.725",m/s,
Data,13,record,timestamp,"908738265",s,position_lat,"609388646",semicircles,position_long,"-1361697742",semicircles,distance,"132.59",m,altitude,"1094.8",m,speed,"2.725",m/s,unknown,"0",,unknown,"100",,heart_rate,"149",bpm,cadence,"87",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1094.8",m,enhanced_speed,"2.725",m/s,
Data,13,record,timestamp,"908738266",s,position_lat,"609388793",semicircles,position_long,"-1361698150",semicircles,distance,"135.35",m,altitude,"1094.8",m,speed,"2.725",m/s,unknown,"0",,unknown,"100",,heart_rate,"149",bpm,cadence,"87",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1094.8",m,enhanced_speed,"2.725",m/s,
Data,13,record,timestamp,"908738267",s,position_lat,"609388910",semicircles,position_long,"-1361698553",semicircles,distance,"137.95",m,altitude,"1094.8",m,speed,"2.725",m/s,unknown,"0",,unknown,"100",,heart_rate,"149",bpm,cadence,"86",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1094.8",m,enhanced_speed,"2.725",m/s,
Data,13,record,timestamp,"908738268",s,position_lat,"609389020",semicircles,position_long,"-1361698974",semicircles,distance,"140.63",m,altitude,"1094.8",m,speed,"2.725",m/s,unknown,"0",,unknown,"100",,heart_rate,"149",bpm,cadence,"86",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1094.8",m,enhanced_speed,"2.725",m/s,
Data,13,record,timestamp,"908738269",s,position_lat,"609389125",semicircles,position_long,"-1361699391",semicircles,distance,"143.27",m,altitude,"1094.8",m,speed,"2.715",m/s,unknown,"0",,unknown,"100",,heart_rate,"149",bpm,cadence,"86",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1094.8",m,enhanced_speed,"2.715",m/s,
Data,13,record,timestamp,"908738270",s,position_lat,"609389248",semicircles,position_long,"-1361699818",semicircles,distance,"146.02",m,altitude,"1095.0",m,speed,"2.715",m/s,unknown,"0",,unknown,"100",,heart_rate,"149",bpm,cadence,"86",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1095.0",m,enhanced_speed,"2.715",m/s,
Data,13,record,timestamp,"908738271",s,position_lat,"609389369",semicircles,position_long,"-1361700228",semicircles,distance,"148.68",m,altitude,"1095.0",m,speed,"2.715",m/s,unknown,"0",,unknown,"100",,heart_rate,"150",bpm,cadence,"86",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1095.0",m,enhanced_speed,"2.715",m/s,
Data,13,record,timestamp,"908738272",s,position_lat,"609389482",semicircles,position_long,"-1361700647",semicircles,distance,"151.36",m,altitude,"1095.0",m,speed,"2.715",m/s,unknown,"0",,unknown,"100",,heart_rate,"150",bpm,cadence,"86",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1095.0",m,enhanced_speed,"2.715",m/s,
Data,13,record,timestamp,"908738273",s,position_lat,"609389595",semicircles,position_long,"-1361701101",semicircles,distance,"154.23",m,altitude,"1095.0",m,speed,"2.715",m/s,unknown,"0",,unknown,"100",,heart_rate,"150",bpm,cadence,"86",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1095.0",m,enhanced_speed,"2.715",m/s,
Data,13,record,timestamp,"908738274",s,position_lat,"609389673",semicircles,position_long,"-1361701552",semicircles,distance,"156.98",m,altitude,"1095.0",m,speed,"2.715",m/s,unknown,"0",,unknown,"100",,heart_rate,"150",bpm,cadence,"86",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1095.0",m,enhanced_speed,"2.715",m/s,
Data,13,record,timestamp,"908738275",s,position_lat,"609389728",semicircles,position_long,"-1361701997",semicircles,distance,"159.63",m,altitude,"1095.0",m,speed,"2.715",m/s,unknown,"0",,unknown,"100",,heart_rate,"150",bpm,cadence,"85",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1095.0",m,enhanced_speed,"2.715",m/s,
Data,13,record,timestamp,"908738276",s,position_lat,"609389801",semicircles,position_long,"-1361702423",semicircles,distance,"162.23",m,altitude,"1095.0",m,speed,"2.706",m/s,unknown,"0",,unknown,"100",,heart_rate,"150",bpm,cadence,"84",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1095.0",m,enhanced_speed,"2.706",m/s,
Data,13,record,timestamp,"908738277",s,position_lat,"609389881",semicircles,position_long,"-1361702845",semicircles,distance,"164.82",m,altitude,"1095.0",m,speed,"2.706",m/s,unknown,"0",,unknown,"100",,heart_rate,"150",bpm,cadence,"84",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1095.0",m,enhanced_speed,"2.706",m/s,
Data,13,record,timestamp,"908738278",s,position_lat,"609389977",semicircles,position_long,"-1361703251",semicircles,distance,"167.37",m,altitude,"1095.0",m,speed,"2.706",m/s,unknown,"0",,unknown,"100",,heart_rate,"150",bpm,cadence,"84",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1095.0",m,enhanced_speed,"2.706",m/s,
Data,13,record,timestamp,"908738279",s,position_lat,"609390076",semicircles,position_long,"-1361703651",semicircles,distance,"169.89",m,altitude,"1095.0",m,speed,"2.697",m/s,unknown,"0",,unknown,"100",,heart_rate,"150",bpm,cadence,"84",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1095.0",m,enhanced_speed,"2.697",m/s,
Data,13,record,timestamp,"908738280",s,position_lat,"609390187",semicircles,position_long,"-1361704030",semicircles,distance,"172.34",m,altitude,"1095.0",m,speed,"2.697",m/s,unknown,"0",,unknown,"100",,heart_rate,"150",bpm,cadence,"84",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1095.0",m,enhanced_speed,"2.697",m/s,
Data,13,record,timestamp,"908738281",s,position_lat,"609390294",semicircles,position_long,"-1361704400",semicircles,distance,"174.73",m,altitude,"1095.0",m,speed,"2.697",m/s,unknown,"0",,unknown,"100",,heart_rate,"150",bpm,cadence,"84",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1095.0",m,enhanced_speed,"2.697",m/s,
Data,13,record,timestamp,"908738282",s,position_lat,"609390404",semicircles,position_long,"-1361704788",semicircles,distance,"177.23",m,altitude,"1095.0",m,speed,"2.687",m/s,unknown,"0",,unknown,"100",,heart_rate,"150",bpm,cadence,"84",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1095.0",m,enhanced_speed,"2.687",m/s,
Data,13,record,timestamp,"908738283",s,position_lat,"609390511",semicircles,position_long,"-1361705189",semicircles,distance,"179.79",m,altitude,"1095.0",m,speed,"2.678",m/s,unknown,"0",,unknown,"100",,heart_rate,"150",bpm,cadence,"84",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1095.0",m,enhanced_speed,"2.678",m/s,
Data,13,record,timestamp,"908738284",s,position_lat,"609390633",semicircles,position_long,"-1361705546",semicircles,distance,"182.17",m,altitude,"1095.0",m,speed,"2.678",m/s,unknown,"0",,unknown,"100",,heart_rate,"150",bpm,cadence,"84",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1095.0",m,enhanced_speed,"2.678",m/s,
Data,13,record,timestamp,"908738285",s,position_lat,"609390774",semicircles,position_long,"-1361705882",semicircles,distance,"184.55",m,altitude,"1095.2",m,speed,"2.669",m/s,unknown,"0",,unknown,"100",,heart_rate,"150",bpm,cadence,"85",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1095.2",m,enhanced_speed,"2.669",m/s,
Data,13,record,timestamp,"908738286",s,position_lat,"609390925",semicircles,position_long,"-1361706217",semicircles,distance,"186.97",m,altitude,"1095.2",m,speed,"2.669",m/s,unknown,"238",,unknown,"100",,heart_rate,"150",bpm,cadence,"85",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1095.2",m,enhanced_speed,"2.669",m/s,
Data,13,record,timestamp,"908738287",s,position_lat,"609391110",semicircles,position_long,"-1361706529",semicircles,distance,"189.49",m,altitude,"1095.2",m,speed,"2.659",m/s,unknown,"0",,unknown,"100",,heart_rate,"150",bpm,cadence,"86",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1095.2",m,enhanced_speed,"2.659",m/s,
Data,13,record,timestamp,"908738288",s,position_lat,"609391298",semicircles,position_long,"-1361706887",semicircles,distance,"192.22",m,altitude,"1095.2",m,speed,"2.65",m/s,unknown,"0",,unknown,"100",,heart_rate,"150",bpm,cadence,"85",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1095.2",m,enhanced_speed,"2.65",m/s,
Data,13,record,timestamp,"908738289",s,position_lat,"609391490",semicircles,position_long,"-1361707232",semicircles,distance,"194.93",m,altitude,"1095.4",m,speed,"2.65",m/s,unknown,"0",,unknown,"100",,heart_rate,"150",bpm,cadence,"85",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1095.4",m,enhanced_speed,"2.65",m/s,
