record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.fractional_cadence[rpm]
908722539,0,0,2.53,1093.8,2.529,100,100,58,0.0
908722540,0,0,4.06,1093.8,1.53,100,100,58,0.0
908722541,0,0,5.76,1093.8,1.6980000000000002,100,101,58,0.0
908722542,0,0,8.0,1093.8,2.239,100,101,58,0.0
908722543,0,0,11.57,1093.8,3.574,100,102,84,0.0
908722544,0,0,15.22,1093.8,3.648,100,102,84,0.0
908722545,0,0,18.66,1093.8,3.443,100,102,86,0.5
908722546,0,0,22.27,1093.8,3.611,100,104,88,0.0
908722547,0,0,26.29,1093.8,4.022,100,104,87,0.5
908722548,0,0,30.15,1093.8,3.8539999999999996,100,104,87,0.5
908722549,0,0,33.94,1093.8,3.7880000000000003,100,106,87,0.5
908722550,0,0,37.72,1093.8,3.7880000000000003,100,106,87,0.0
908722551,0,0,41.47,1093.8,3.7510000000000003,100,106,86,0.0
908722552,0,0,45.22,1093.8,3.742,100,108,86,0.0
908722553,0,0,48.95,1093.8,3.7319999999999998,100,108,86,0.0
908722554,0,0,52.66,1093.8,3.714,100,108,86,0.0
908722555,0,0,56.37,1093.8,3.7039999999999997,100,109,85,0.0
908722556,0,0,60.07,1093.8,3.7039999999999997,100,109,85,0.0
908722557,0,0,63.79,1093.8,3.7230000000000003,100,109,85,0.0
908722558,0,0,67.51,1093.8,3.714,100,110,85,0.0
908722559,0,0,71.21,1093.8,3.7039999999999997,100,110,85,0.0
908722560,0,0,74.91,1093.8,3.695,100,110,85,0.0
908722561,0,0,78.6,1093.8,3.695,100,111,85,0.0
908722562,0,0,82.3,1093.8,3.695,100,112,85,0.0
908722563,0,0,86.0,1093.8,3.7039999999999997,100,117,85,0.0
908722564,0,0,89.71,1093.8,3.7039999999999997,100,117,86,0.0
908722565,0,0,93.41,1093.8,3.7039999999999997,100,123,86,0.0
908722566,0,0,97.12,1093.8,3.7039999999999997,100,123,85,0.0
908722567,0,0,100.82,1093.8,3.7039999999999997,100,129,85,0.0
908722568,0,0,104.53,1093.8,3.7039999999999997,100,129,85,0.0
908722569,0,0,108.23,1093.8,3.7039999999999997,100,133,85,0.0
908722570,0,0,111.93,1093.8,3.7039999999999997,100,136,85,0.0
908722571,0,0,115.63,1093.8,3.695,100,137,84,0.0
908722572,0,0,119.31,1093.8,3.6860000000000004,100,139,84,0.0
908722573,0,0,123.0,1093.8,3.6860000000000004,100,139,85,0.0
908722574,0,0,126.68,1093.8,3.6860000000000004,100,141,85,0.0
908722575,0,0,130.37,1093.8,3.6860000000000004,100,141,85,0.0
908722576,0,0,134.06,1093.8,3.6860000000000004,100,143,85,0.0
908722577,0,0,137.74,1093.8,3.6860000000000004,100,144,85,0.0
908722578,0,0,141.43,1093.8,3.695,100,144,85,0.0
908722579,0,0,145.13,1093.8,3.695,100,145,85,0.0
908722580,0,0,148.82,1093.8,3.695,100,146,85,0.0
908722581,0,0,152.52,1093.8,3.695,100,147,85,0.0
908722582,0,0,156.21,1093.8,3.695,100,147,85,0.0
908722583,0,0,159.92,1093.8,3.7039999999999997,100,147,85,0.0
908722584,0,0,163.61,1093.8,3.695,100,148,85,0.0
908722585,0,0,167.31,1093.8,3.695,100,149,85,0.0
908722586,0,0,170.99,1093.8,3.6860000000000004,100,149,84,0.0
908722587,0,0,174.7,1093.8,3.7039999999999997,100,149,84,0.0
908722588,0,0,178.41,1093.8,3.714,100,149,84,0.0
908722589,0,0,182.16,1093.8,3.7510000000000003,100,150,85,0.0
908722590,0,0,185.94,1093.8,3.779,100,150,85,0.0
908722591,0,0,189.75,1093.8,3.807,100,150,85,0.0
908722592,0,0,193.59,1093.8,3.8160000000000003,100,150,85,0.0
908722593,0,0,197.37,1093.8,3.807,100,151,85,0.0
908722594,0,0,201.17,1093.8,3.798,100,151,85,0.0
908722595,0,0,204.96,1093.8,3.7880000000000003,100,151,85,0.0
908722596,0,0,208.77,1093.8,3.8160000000000003,100,151,85,0.0
908722597,0,0,212.59,1093.8,3.8160000000000003,100,151,84,0.0
908722598,0,0,216.37,1093.8,3.779,100,151,84,0.0
908722599,0,0,220.14,1093.8,3.77,100,152,84,0.0
908722600,0,0,223.91,1093.8,3.77,100,152,84,0.0
908722601,0,0,227.68,1093.8,3.77,100,152,84,0.0
908722602,0,0,231.39,1093.8,3.714,100,152,84,0.0
