Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,
Data,13,record,timestamp,"908721751",s,position_lat,"609382711",semicircles,position_long,"-1361687440",semicircles,distance,"29.99",m,altitude,"1081.0",m,speed,"3.499",m/s,unknown,"0",,unknown,"100",,heart_rate,"101",bpm,cadence,"87",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1081.0",m,enhanced_speed,"3.499",m/s,
Data,13,record,timestamp,"908721752",s,position_lat,"609383096",semicircles,position_long,"-1361687784",semicircles,distance,"34.1",m,altitude,"1081.8",m,speed,"3.508",m/s,unknown,"0",,unknown,"100",,heart_rate,"101",bpm,cadence,"87",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1081.8",m,enhanced_speed,"3.508",m/s,
Data,13,record,timestamp,"908721753",s,position_lat,"609383449",semicircles,position_long,"-1361688224",semicircles,distance,"38.24",m,altitude,"1081.0",m,speed,"3.499",m/s,unknown,"0",,unknown,"100",,heart_rate,"101",bpm,cadence,"87",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1081.0",m,enhanced_speed,"3.499",m/s,
Data,13,record,timestamp,"908721754",s,position_lat,"609383803",semicircles,position_long,"-1361688631",semicircles,distance,"42.3",m,altitude,"1081.6",m,speed,"3.415",m/s,unknown,"0",,unknown,"100",,heart_rate,"101",bpm,cadence,"86",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1081.6",m,enhanced_speed,"3.415",m/s,
Data,13,record,timestamp,"908721755",s,position_lat,"609384167",semicircles,position_long,"-1361688957",semicircles,distance,"46.2",m,altitude,"1081.2",m,speed,"3.415",m/s,unknown,"0",,unknown,"100",,heart_rate,"100",bpm,cadence,"86",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1081.2",m,enhanced_speed,"3.415",m/s,
Data,13,record,timestamp,"908721756",s,position_lat,"609384477",semicircles,position_long,"-1361689378",semicircles,distance,"50.0",m,altitude,"1081.2",m,speed,"3.424",m/s,unknown,"0",,unknown,"100",,heart_rate,"100",bpm,cadence,"86",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1081.2",m,enhanced_speed,"3.424",m/s,
Data,13,record,timestamp,"908721757",s,position_lat,"609384779",semicircles,position_long,"-1361689808",semicircles,distance,"53.77",m,altitude,"1081.4",m,speed,"3.48",m/s,unknown,"0",,unknown,"100",,heart_rate,"100",bpm,cadence,"86",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1081.4",m,enhanced_speed,"3.48",m/s,
Data,13,record,timestamp,"908721758",s,position_lat,"609385087",semicircles,position_long,"-1361690199",semicircles,distance,"57.45",m,altitude,"1081.2",m,speed,"3.555",m/s,unknown,"0",,unknown,"100",,heart_rate,"100",bpm,cadence,"86",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1081.2",m,enhanced_speed,"3.555",m/s,
Data,13,record,timestamp,"908721759",s,position_lat,"609385371",semicircles,position_long,"-1361690724",semicircles,distance,"61.49",m,altitude,"1081.8",m,speed,"3.611",m/s,unknown,"0",,unknown,"100",,heart_rate,"101",bpm,cadence,"87",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1081.8",m,enhanced_speed,"3.611",m/s,
Data,13,record,timestamp,"908721760",s,position_lat,"609385646",semicircles,position_long,"-1361691287",semicircles,distance,"65.66",m,altitude,"1081.8",m,speed,"3.648",m/s,unknown,"0",,unknown,"100",,heart_rate,"101",bpm,cadence,"87",rpm,fractional_cadence,"0.5",rpm,enhanced_altitude,"1081.8",m,enhanced_speed,"3.648",m/s,
Data,13,record,timestamp,"908721761",s,position_lat,"609385930",semicircles,position_long,"-1361691836",semicircles,distance,"69.82",m,altitude,"1081.6",m,speed,"3.676",m/s,unknown,"0",,unknown,"100",,heart_rate,"102",bpm,cadence,"87",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1081.6",m,enhanced_speed,"3.676",m/s,
Data,13,record,timestamp,"908721762",s,position_lat,"609386215",semicircles,position_long,"-1361692351",semicircles,distance,"73.84",m,altitude,"1081.4",m,speed,"3.686",m/s,unknown,"0",,unknown,"100",,heart_rate,"103",bpm,cadence,"86",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1081.4",m,enhanced_speed,"3.686",m/s,
Data,13,record,timestamp,"908721763",s,position_lat,"609386487",semicircles,position_long,"-1361692828",semicircles,distance,"77.63",m,altitude,"1081.6",m,speed,"3.714",m/s,unknown,"0",,unknown,"100",,heart_rate,"104",bpm,cadence,"86",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1081.6",m,enhanced_speed,"3.714",m/s,
Data,13,record,timestamp,"908721764",s,position_lat,"609386747",semicircles,position_long,"-1361693384",semicircles,distance,"81.69",m,altitude,"1081.4",m,speed,"3.714",m/s,unknown,"0",,unknown,"100",,heart_rate,"104",bpm,cadence,"86",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1081.4",m,enhanced_speed,"3.714",m/s,
Data,13,record,timestamp,"908721765",s,position_lat,"609386971",semicircles,position_long,"-1361693974",semicircles,distance,"85.73",m,altitude,"1081.6",m,speed,"3.723",m/s,unknown,"0",,unknown,"100",,heart_rate,"104",bpm,cadence,"87",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1081.6",m,enhanced_speed,"3.723",m/s,
Data,13,record,timestamp,"908721766",s,position_lat,"609387171",semicircles,position_long,"-1361694667",semicircles,distance,"90.17",m,altitude,"1081.6",m,speed,"3.742",m/s,unknown,"0",,unknown,"100",,heart_rate,"106",bpm,cadence,"87",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1081.6",m,enhanced_speed,"3.742",m/s,
Data,13,record,timestamp,"908721767",s,position_lat,"609387411",semicircles,position_long,"-1361695181",semicircles,distance,"93.93",m,altitude,"1081.6",m,speed,"3.77",m/s,unknown,"0",,unknown,"100",,heart_rate,"110",bpm,cadence,"87",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1081.6",m,enhanced_speed,"3.77",m/s,
Data,13,record,timestamp,"908721768",s,position_lat,"609387586",semicircles,position_long,"-1361695900",semicircles,distance,"98.33",m,altitude,"1081.6",m,speed,"3.779",m/s,unknown,"0",,unknown,"100",,heart_rate,"110",bpm,cadence,"86",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1081.6",m,enhanced_speed,"3.779",m/s,
Data,13,record,timestamp,"908721769",s,position_lat,"609387774",semicircles,position_long,"-1361696552",semicircles,distance,"102.5",m,altitude,"1081.6",m,speed,"3.788",m/s,unknown,"0",,unknown,"100",,heart_rate,"116",bpm,cadence,"86",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1081.6",m,enhanced_speed,"3.788",m/s,
Data,13,record,timestamp,"908721770",s,position_lat,"609387797",semicircles,position_long,"-1361696767",semicircles,distance,"103.7",m,altitude,"1081.6",m,speed,"3.788",m/s,unknown,"0",,unknown,"100",,heart_rate,"116",bpm,cadence,"86",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1081.6",m,enhanced_speed,"3.788",m/s,
Data,13,record,timestamp,"908721771",s,position_lat,"609388002",semicircles,position_long,"-1361696999",semicircles,distance,"105.88",m,altitude,"1081.8",m,speed,"3.742",m/s,unknown,"0",,unknown,"100",,heart_rate,"122",bpm,cadence,"86",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1081.8",m,enhanced_speed,"3.742",m/s,
Data,13,record,timestamp,"908721772",s,position_lat,"609388239",semicircles,position_long,"-1361697286",semicircles,distance,"108.51",m,altitude,"1081.8",m,speed,"3.723",m/s,unknown,"0",,unknown,"100",,heart_rate,"125",bpm,cadence,"86",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1081.8",m,enhanced_speed,"3.723",m/s,
Data,13,record,timestamp,"908721773",s,position_lat,"609388373",semicircles,position_long,"-1361697939",semicircles,distance,"112.42",m,altitude,"1082.2",m,speed,"3.704",m/s,unknown,"0",,unknown,"100",,heart_rate,"125",bpm,cadence,"86",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1082.2",m,enhanced_speed,"3.704",m/s,
Data,13,record,timestamp,"908721774",s,position_lat,"609388623",semicircles,position_long,"-1361698242",semicircles,distance,"115.22",m,altitude,"1082.4",m,speed,"3.704",m/s,unknown,"0",,unknown,"100",,heart_rate,"130",bpm,cadence,"86",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1082.4",m,enhanced_speed,"3.704",m/s,
Data,13,record,timestamp,"908721775",s,position_lat,"609388894",semicircles,position_long,"-1361698513",semicircles,distance,"118.04",m,altitude,"1082.4",m,speed,"3.676",m/s,unknown,"0",,unknown,"100",,heart_rate,"132",bpm,cadence,"85",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1082.4",m,enhanced_speed,"3.676",m/s,
Data,13,record,timestamp,"908721776",s,position_lat,"609389167",semicircles,position_long,"-1361698771",semicircles,distance,"120.81",m,altitude,"1082.6",m,speed,"3.658",m/s,unknown,"0",,unknown,"100",,heart_rate,"133",bpm,cadence,"85",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1082.6",m,enhanced_speed,"3.658",m/s,
Data,13,record,timestamp,"908721777",s,position_lat,"609389453",semicircles,position_long,"-1361699041",semicircles,distance,"123.77",m,altitude,"1082.8",m,speed,"3.639",m/s,unknown,"0",,unknown,"100",,heart_rate,"135",bpm,cadence,"85",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1082.8",m,enhanced_speed,"3.639",m/s,
Data,13,record,timestamp,"908721778",s,position_lat,"609389625",semicircles,position_long,"-1361699605",semicircles,distance,"127.4",m,altitude,"1082.8",m,speed,"3.62",m/s,unknown,"0",,unknown,"100",,heart_rate,"136",bpm,cadence,"85",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1082.8",m,enhanced_speed,"3.62",m/s,
Data,13,record,timestamp,"908721779",s,position_lat,"609389815",semicircles,position_long,"-1361699977",semicircles,distance,"130.15",m,altitude,"1082.8",m,speed,"3.611",m/s,unknown,"0",,unknown,"100",,heart_rate,"138",bpm,cadence,"85",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1082.8",m,enhanced_speed,"3.611",m/s,
Data,13,record,timestamp,"908721780",s,position_lat,"609389993",semicircles,position_long,"-1361700368",semicircles,distance,"132.95",m,altitude,"1082.8",m,speed,"3.592",m/s,unknown,"0",,unknown,"100",,heart_rate,"139",bpm,cadence,"85",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1082.8",m,enhanced_speed,"3.592",m/s,
Data,13,record,timestamp,"908721781",s,position_lat,"609390169",semicircles,position_long,"-1361700798",semicircles,distance,"135.94",m,altitude,"1082.8",m,speed,"3.574",m/s,unknown,"0",,unknown,"100",,heart_rate,"139",bpm,cadence,"84",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1082.8",m,enhanced_speed,"3.574",m/s,
Data,13,record,timestamp,"908721782",s,position_lat,"609390331",semicircles,position_long,"-1361701291",semicircles,distance,"139.2",m,altitude,"1082.8",m,speed,"3.546",m/s,unknown,"0",,unknown,"100",,heart_rate,"141",bpm,cadence,"84",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1082.8",m,enhanced_speed,"3.546",m/s,
Data,13,record,timestamp,"908721783",s,position_lat,"609390400",semicircles,position_long,"-1361701990",semicircles,distance,"143.27",m,altitude,"1083.0",m,speed,"3.546",m/s,unknown,"0",,unknown,"100",,heart_rate,"141",bpm,cadence,"85",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1083.0",m,enhanced_speed,"3.546",m/s,
Data,13,record,timestamp,"908721784",s,position_lat,"609390548",semicircles,position_long,"-1361702509",semicircles,distance,"146.61",m,altitude,"1083.0",m,speed,"3.536",m/s,unknown,"0",,unknown,"100",,heart_rate,"141",bpm,cadence,"85",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1083.0",m,enhanced_speed,"3.536",m/s,
Data,13,record,timestamp,"908721785",s,position_lat,"609390712",semicircles,position_long,"-1361703051",semicircles,distance,"150.14",m,altitude,"1083.2",m,speed,"3.527",m/s,unknown,"0",,unknown,"100",,heart_rate,"143",bpm,cadence,"85",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1083.2",m,enhanced_speed,"3.527",m/s,
Data,13,record,timestamp,"908721786",s,position_lat,"609390926",semicircles,position_long,"-1361703487",semicircles,distance,"153.37",m,altitude,"1083.0",m,speed,"3.527",m/s,unknown,"0",,unknown,"100",,heart_rate,"144",bpm,cadence,"85",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1083.0",m,enhanced_speed,"3.527",m/s,
Data,13,record,timestamp,"908721787",s,position_lat,"609391132",semicircles,position_long,"-1361703911",semicircles,distance,"156.51",m,altitude,"1083.0",m,speed,"3.518",m/s,unknown,"0",,unknown,"100",,heart_rate,"144",bpm,cadence,"84",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1083.0",m,enhanced_speed,"3.518",m/s,
Data,13,record,timestamp,"908721788",s,position_lat,"609391329",semicircles,position_long,"-1361704359",semicircles,distance,"159.72",m,altitude,"1083.0",m,speed,"3.499",m/s,unknown,"0",,unknown,"100",,heart_rate,"145",bpm,cadence,"84",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1083.0",m,enhanced_speed,"3.499",m/s,
Data,13,record,timestamp,"908721789",s,position_lat,"609391517",semicircles,position_long,"-1361704876",semicircles,distance,"163.22",m,altitude,"1083.0",m,speed,"3.48",m/s,unknown,"0",,unknown,"100",,heart_rate,"145",bpm,cadence,"84",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1083.0",m,enhanced_speed,"3.48",m/s,
Data,13,record,timestamp,"908721790",s,position_lat,"609391732",semicircles,position_long,"-1361705401",semicircles,distance,"166.9",m,altitude,"1083.0",m,speed,"3.48",m/s,unknown,"0",,unknown,"100",,heart_rate,"146",bpm,cadence,"85",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1083.0",m,enhanced_speed,"3.48",m/s,
Data,13,record,timestamp,"908721791",s,position_lat,"609391940",semicircles,position_long,"-1361705909",semicircles,distance,"170.46",m,altitude,"1082.8",m,speed,"3.49",m/s,unknown,"0",,unknown,"100",,heart_rate,"146",bpm,cadence,"85",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1082.8",m,enhanced_speed,"3.49",m/s,
Data,13,record,timestamp,"908721792",s,position_lat,"609392152",semicircles,position_long,"-1361706405",semicircles,distance,"173.97",m,altitude,"1082.8",m,speed,"3.49",m/s,unknown,"349",,unknown,"100",,heart_rate,"146",bpm,cadence,"85",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1082.8",m,enhanced_speed,"3.49",m/s,
Data,13,record,timestamp,"908721793",s,position_lat,"609392361",semicircles,position_long,"-1361706926",semicircles,distance,"177.6",m,altitude,"1082.8",m,speed,"3.499",m/s,unknown,"0",,unknown,"100",,heart_rate,"147",bpm,cadence,"86",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1082.8",m,enhanced_speed,"3.499",m/s,
Data,13,record,timestamp,"908721794",s,position_lat,"609392577",semicircles,position_long,"-1361707421",semicircles,distance,"181.12",m,altitude,"1082.8",m,speed,"3.508",m/s,unknown,"0",,unknown,"100",,heart_rate,"147",bpm,cadence,"86",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1082.8",m,enhanced_speed,"3.508",m/s,
Data,13,record,timestamp,"908721795",s,position_lat,"609392794",semicircles,position_long,"-1361707921",semicircles,distance,"184.68",m,altitude,"1082.8",m,speed,"3.508",m/s,unknown,"0",,unknown,"100",,heart_rate,"147",bpm,cadence,"85",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1082.8",m,enhanced_speed,"3.508",m/s,
Data,13,record,timestamp,"908721796",s,position_lat,"609393001",semicircles,position_long,"-1361708401",semicircles,distance,"188.09",m,altitude,"1082.8",m,speed,"3.508",m/s,unknown,"0",,unknown,"100",,heart_rate,"147",bpm,cadence,"85",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1082.8",m,enhanced_speed,"3.508",m/s,
Data,13,record,timestamp,"908721797",s,position_lat,"609393220",semicircles,position_long,"-1361708862",semicircles,distance,"191.47",m,altitude,"1082.8",m,speed,"3.508",m/s,unknown,"0",,unknown,"100",,heart_rate,"147",bpm,cadence,"85",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1082.8",m,enhanced_speed,"3.508",m/s,
Data,13,record,timestamp,"908721798",s,position_lat,"609393445",semicircles,position_long,"-1361709318",semicircles,distance,"194.86",m,altitude,"1083.0",m,speed,"3.508",m/s,unknown,"0",,unknown,"100",,heart_rate,"148",bpm,cadence,"85",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1083.0",m,enhanced_speed,"3.508",m/s,
Data,13,record,timestamp,"908721799",s,position_lat,"609393674",semicircles,position_long,"-1361709730",semicircles,distance,"198.08",m,altitude,"1083.0",m,speed,"3.508",m/s,unknown,"0",,unknown,"100",,heart_rate,"148",bpm,cadence,"86",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1083.0",m,enhanced_speed,"3.508",m/s,
Data,13,record,timestamp,"908721800",s,position_lat,"609393877",semicircles,position_long,"-1361710151",semicircles,distance,"201.2",m,altitude,"1083.2",m,speed,"3.499",m/s,unknown,"0",,unknown,"100",,heart_rate,"148",bpm,cadence,"86",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1083.2",m,enhanced_speed,"3.499",m/s,
Data,13,record,timestamp,"908721801",s,position_lat,"609394030",semicircles,position_long,"-1361710603",semicircles,distance,"204.21",m,altitude,"1083.2",m,speed,"3.49",m/s,unknown,"0",,unknown,"100",,heart_rate,"148",bpm,cadence,"85",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1083.2",m,enhanced_speed,"3.49",m/s,
Data,13,record,timestamp,"908721802",s,position_lat,"609394116",semicircles,position_long,"-1361711089",semicircles,distance,"207.16",m,altitude,"1083.2",m,speed,"3.452",m/s,unknown,"0",,unknown,"100",,heart_rate,"148",bpm,cadence,"85",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1083.2",m,enhanced_speed,"3.452",m/s,
Data,13,record,timestamp,"908721803",s,position_lat,"609394166",semicircles,position_long,"-1361711616",semicircles,distance,"210.28",m,altitude,"1083.2",m,speed,"3.406",m/s,unknown,"0",,unknown,"100",,heart_rate,"148",bpm,cadence,"85",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1083.2",m,enhanced_speed,"3.406",m/s,
Data,13,record,timestamp,"908721804",s,position_lat,"609394125",semicircles,position_long,"-1361712209",semicircles,distance,"213.76",m,altitude,"1083.2",m,speed,"3.368",m/s,unknown,"0",,unknown,"100",,heart_rate,"149",bpm,cadence,"85",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1083.2",m,enhanced_speed,"3.368",m/s,
Data,13,record,timestamp,"908721805",s,position_lat,"609394040",semicircles,position_long,"-1361712828",semicircles,distance,"217.48",m,altitude,"1083.4",m,speed,"3.359",m/s,unknown,"0",,unknown,"100",,heart_rate,"149",bpm,cadence,"84",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1083.4",m,enhanced_speed,"3.359",m/s,
Data,13,record,timestamp,"908721806",s,position_lat,"609393886",semicircles,position_long,"-1361713548",semicircles,distance,"221.93",m,altitude,"1083.4",m,speed,"3.35",m/s,unknown,"0",,unknown,"100",,heart_rate,"149",bpm,cadence,"84",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1083.4",m,enhanced_speed,"3.35",m/s,
Data,13,record,timestamp,"908721807",s,position_lat,"609393687",semicircles,position_long,"-1361714160",semicircles,distance,"225.96",m,altitude,"1083.4",m,speed,"3.359",m/s,unknown,"0",,unknown,"100",,heart_rate,"149",bpm,cadence,"83",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1083.4",m,enhanced_speed,"3.359",m/s,
Data,13,record,timestamp,"908721808",s,position_lat,"609393489",semicircles,position_long,"-1361714775",semicircles,distance,"230.01",m,altitude,"1083.4",m,speed,"3.359",m/s,unknown,"0",,unknown,"100",,heart_rate,"149",bpm,cadence,"83",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1083.4",m,enhanced_speed,"3.359",m/s,
Data,13,record,timestamp,"908721809",s,position_lat,"609393264",semicircles,position_long,"-1361715409",semicircles,distance,"234.29",m,altitude,"1083.4",m,speed,"3.368",m/s,unknown,"0",,unknown,"100",,heart_rate,"149",bpm,cadence,"84",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1083.4",m,enhanced_speed,"3.368",m/s,
Data,13,record,timestamp,"908721810",s,position_lat,"609392992",semicircles,position_long,"-1361716029",semicircles,distance,"238.72",m,altitude,"1083.4",m,speed,"3.387",m/s,unknown,"0",,unknown,"100",,heart_rate,"149",bpm,cadence,"84",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1083.4",m,enhanced_speed,"3.387",m/s,
Data,13,record,timestamp,"908721811",s,position_lat,"609392738",semicircles,position_long,"-1361716714",semicircles,distance,"243.39",m,altitude,"1083.4",m,speed,"3.406",m/s,unknown,"0",,unknown,"100",,heart_rate,"149",bpm,cadence,"84",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1083.4",m,enhanced_speed,"3.406",m/s,
Data,13,record,timestamp,"908721812",s,position_lat,"609392467",semicircles,position_long,"-1361717350",semicircles,distance,"247.88",m,altitude,"1083.6",m,speed,"3.443",m/s,unknown,"0",,unknown,"100",,heart_rate,"149",bpm,cadence,"84",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1083.6",m,enhanced_speed,"3.443",m/s,
Data,13,record,timestamp,"908721813",s,position_lat,"609392206",semicircles,position_long,"-1361717997",semicircles,distance,"252.4",m,altitude,"1083.6",m,speed,"3.462",m/s,unknown,"0",,unknown,"100",,heart_rate,"149",bpm,cadence,"85",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1083.6",m,enhanced_speed,"3.462",m/s,
Data,13,record,timestamp,"908721814",s,position_lat,"609391935",semicircles,position_long,"-1361718633",semicircles,distance,"256.91",m,altitude,"1083.4",m,speed,"3.48",m/s,unknown,"0",,unknown,"100",,heart_rate,"149",bpm,cadence,"85",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1083.4",m,enhanced_speed,"3.48",m/s,
Data,13,record,timestamp,"908721815",s,position_lat,"609391685",semicircles,position_long,"-1361719254",semicircles,distance,"261.22",m,altitude,"1083.4",m,speed,"3.499",m/s,unknown,"0",,unknown,"100",,heart_rate,"149",bpm,cadence,"85",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1083.4",m,enhanced_speed,"3.499",m/s,
Data,13,record,timestamp,"908721816",s,position_lat,"609391433",semicircles,position_long,"-1361719886",semicircles,distance,"265.62",m,altitude,"1083.4",m,speed,"3.527",m/s,unknown,"0",,unknown,"100",,heart_rate,"149",bpm,cadence,"85",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1083.4",m,enhanced_speed,"3.527",m/s,
Data,13,record,timestamp,"908721817",s,position_lat,"609391190",semicircles,position_long,"-1361720497",semicircles,distance,"269.86",m,altitude,"1083.4",m,speed,"3.555",m/s,unknown,"0",,unknown,"100",,heart_rate,"149",bpm,cadence,"85",rpm,fractional_cadence,"0.0",rpm,enhanced_altitude,"1083.4",m,enhanced_speed,"3.555",m/s,
