record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.fractional_cadence[rpm]
908739471,0,0,213.22,1098.0,2.8369999999999997,100,155,89,0.5
908739472,0,0,216.06,1098.0,2.827,100,155,89,0.5
908739473,0,0,218.87,1098.0,2.818,100,155,89,0.5
908739474,0,0,221.7,1098.0,2.827,100,155,90,0.5
908739475,0,0,224.53,1098.0,2.8369999999999997,100,155,90,0.5
908739476,0,0,227.37,1098.0,2.8369999999999997,100,155,89,0.5
908739477,0,0,230.21,1098.0,2.8369999999999997,100,155,89,0.5
908739478,0,0,233.04,1098.0,2.8369999999999997,100,155,89,0.5
908739479,0,0,235.88,1098.0,2.8369999999999997,100,155,90,0.5
908739480,0,0,238.7,1098.0,2.818,100,155,90,0.5
908739481,0,0,241.51,1098.0,2.8089999999999997,100,155,90,0.5
908739482,0,0,244.31,1098.0,2.799,100,155,89,0.5
908739483,0,0,247.1,1098.0,2.79,100,155,88,0.5
908739484,0,0,249.89,1098.0,2.79,100,155,88,0.5
908739485,0,0,252.68,1098.0,2.79,100,155,88,0.5
908739486,0,0,255.47,1098.0,2.799,100,155,88,0.5
908739487,0,0,258.27,1098.0,2.799,100,155,88,0.5
908739488,0,0,261.07,1098.0,2.799,100,155,88,0.5
908739489,0,0,263.86,1098.0,2.79,100,155,88,0.5
908739490,0,0,266.65,1098.0,2.79,100,155,88,0.5
908739491,0,0,269.43,1098.0,2.781,100,155,88,0.5
908739492,0,0,272.2,1098.0,2.7710000000000004,100,155,89,0.5
908739493,0,0,274.98,1098.0,2.7710000000000004,100,155,89,0.5
908739494,0,0,277.76,1098.0,2.781,100,155,89,0.5
908739495,0,0,280.54,1098.0,2.781,100,155,88,0.5
908739496,0,0,283.32,1098.0,2.781,100,155,88,0.5
908739497,0,0,286.11,1098.0,2.79,100,155,88,0.5
908739498,0,0,288.91,1098.0,2.799,100,155,88,0.5
908739499,0,0,291.71,1098.0,2.8089999999999997,100,155,88,0.5
908739500,0,0,294.52,1098.0,2.8089999999999997,100,155,87,0.5
908739501,0,0,297.33,1098.0,2.8089999999999997,100,155,87,0.5
908739502,0,0,300.14,1098.0,2.8089999999999997,100,155,87,0.5
908739503,0,0,302.92,1098.0,2.781,100,155,87,0.5
908739504,0,0,305.66,1098.0,2.7430000000000003,100,155,87,0.5
908739505,0,0,308.31,1098.0,2.65,100,155,87,0.5
908739506,0,0,310.95,1098.0,2.6310000000000002,100,155,88,0.5
908739507,0,0,313.57,1098.0,2.622,100,155,88,0.5
908739508,0,0,316.2,1098.0,2.6310000000000002,100,155,89,0.5
908739509,0,0,318.82,1098.0,2.622,100,155,89,0.5
908739510,0,0,321.37,1098.0,2.5469999999999997,100,155,89,0.5
908739511,0,0,323.88,1098.0,2.51,100,155,89,0.5
908739512,0,0,326.34,1098.0,2.463,100,155,88,0.5
908739513,0,0,328.83,1098.0,2.491,100,155,88,0.5
908739514,0,0,331.31,1098.0,2.4819999999999998,100,155,89,0.5
908739515,0,0,333.82,1098.0,2.51,100,155,89,0.5
908739516,0,0,336.36,1098.0,2.5380000000000003,100,155,89,0.5
908739517,0,0,338.92,1098.0,2.557,100,155,89,0.5
908739518,0,0,341.48,1098.0,2.5660000000000003,100,155,88,0.5
908739519,0,0,344.06,1098.0,2.575,100,155,88,0.5
908739520,0,0,346.65,1098.0,2.585,100,155,88,0.5
908739521,0,0,349.24,1098.0,2.594,100,155,88,0.5
908739522,0,0,351.84,1098.0,2.603,100,155,88,0.5
908739523,0,0,354.45,1098.0,2.613,100,155,88,0.5
908739524,0,0,357.08,1098.0,2.622,100,155,89,0.5
908739525,0,0,359.72,1098.0,2.641,100,155,89,0.5
908739526,0,0,362.36,1098.0,2.641,100,155,89,0.5
908739527,0,0,365.02,1098.0,2.659,100,155,89,0.5
908739528,0,0,367.68,1098.0,2.659,100,155,89,0.5
908739529,0,0,370.34,1098.0,2.6689999999999996,100,155,89,0.5
908739530,0,0,373.01,1098.0,2.6689999999999996,100,155,89,0.5
908739531,0,0,375.69,1098.0,2.678,100,156,89,0.5
908739532,0,0,378.38,1098.0,2.687,100,156,89,0.5
908739533,0,0,381.07,1098.0,2.687,100,156,89,0.5
908739534,0,0,383.74,1098.0,2.678,100,156,88,0.5
908739535,0,0,386.45,1098.0,2.7060000000000004,100,156,88,0.5
908739536,0,0,389.18,1098.0,2.734,100,156,88,0.5
908739537,0,0,391.93,1098.0,2.7430000000000003,100,156,87,0.5
908739538,0,0,394.7,1098.0,2.7710000000000004,100,156,87,0.5
908739539,0,0,397.5,1098.0,2.799,100,156,87,0.5
908739540,0,0,400.33,1098.0,2.8369999999999997,100,156,88,0.5
908739541,0,0,403.2,1098.0,2.865,100,156,88,0.5
908739542,0,0,406.08,1098.0,2.883,100,156,88,0.5
908739543,0,0,408.96,1098.0,2.883,100,156,88,0.5
908739544,0,0,411.82,1098.0,2.855,100,156,88,0.5
908739545,0,0,414.66,1098.0,2.8369999999999997,100,156,88,0.5
908739546,0,0,417.5,1098.0,2.846,100,156,89,0.5
908739547,0,0,420.36,1098.0,2.855,100,156,89,0.5
908739548,0,0,423.2,1098.0,2.846,100,156,89,0.5
908739549,0,0,426.04,1098.0,2.8369999999999997,100,156,89,0.5
908739550,0,0,428.89,1098.0,2.846,100,156,89,0.5
908739551,0,0,431.74,1098.0,2.855,100,156,89,0.5
908739552,0,0,434.6,1098.0,2.855,100,156,89,0.5
908739553,0,0,437.45,1098.0,2.855,100,156,89,0.5
908739554,0,0,440.31,1098.0,2.855,100,156,89,0.5
908739555,0,0,443.17,1098.0,2.865,100,156,89,0.5
908739556,0,0,446.04,1098.0,2.865,100,156,90,0.5
908739557,0,0,448.9,1098.0,2.865,100,156,90,0.5
908739558,0,0,451.76,1098.0,2.865,100,156,90,0.5
908739559,0,0,454.63,1098.0,2.865,100,156,90,0.5
908739560,0,0,457.51,1098.0,2.8739999999999997,100,156,90,0.5
908739561,0,0,460.37,1098.0,2.865,100,156,90,0.5
908739562,0,0,463.23,1098.0,2.865,100,156,90,0.5
908739563,0,0,466.08,1098.0,2.846,100,156,90,0.5
