record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.fractional_cadence[rpm]
908721821,609390375,-1361723089,286.87,1083.2,3.63,100,149,84,0.0
908721822,609390176,-1361723756,291.21,1083.2,3.667,100,149,84,0.0
908721823,609390008,-1361724410,295.35,1083.2,3.667,100,149,84,0.0
908721824,609389845,-1361725045,299.38,1083.2,3.667,100,149,84,0.0
908721825,609389667,-1361725674,303.43,1083.2,3.676,100,149,84,0.0
908721826,609389509,-1361726339,307.6,1083.2,3.6860000000000004,100,149,84,0.0
908721827,609389353,-1361727005,311.78,1083.2,3.714,100,149,84,0.0
908721828,609389203,-1361727691,316.04,1083.0,3.7230000000000003,100,149,84,0.0
908721829,609389078,-1361728299,319.79,1083.0,3.742,100,149,84,0.0
908721830,609388971,-1361728920,323.57,1082.8,3.742,100,149,84,0.0
908721831,609388846,-1361729571,327.57,1082.8,3.7510000000000003,100,149,84,0.0
908721832,609388735,-1361730186,331.33,1082.8,3.7510000000000003,100,149,84,0.0
908721833,609388587,-1361730804,335.21,1082.8,3.7510000000000003,100,149,84,0.0
908721834,609388411,-1361731401,339.08,1082.8,3.7510000000000003,100,149,83,0.0
908721835,609388268,-1361732003,342.86,1082.8,3.76,100,149,83,0.0
908721836,609388120,-1361732647,346.89,1082.8,3.76,100,149,83,0.0
908721837,609388000,-1361733276,350.75,1082.8,3.76,100,149,84,0.0
908721838,609387898,-1361733926,354.69,1082.8,3.76,100,149,84,0.0
908721839,609387790,-1361734603,358.78,1082.8,3.77,100,149,84,0.0
908721840,609387715,-1361735305,362.97,1082.8,3.779,100,149,85,0.0
908721841,609387644,-1361736011,367.16,1082.8,3.798,100,149,85,0.0
908721842,609387591,-1361736698,371.23,1082.8,3.807,100,149,84,0.0
908721843,609387562,-1361737396,375.33,1082.8,3.8160000000000003,100,150,84,0.0
908721844,609387522,-1361738073,379.33,1082.8,3.8160000000000003,100,150,84,0.0
908721845,609387494,-1361738733,383.21,1082.8,3.826,100,150,84,0.0
908721846,609387464,-1361739380,387.01,1082.8,3.826,100,150,84,0.0
908721847,609387460,-1361740032,390.84,1083.2,3.826,100,150,84,0.0
908721848,609387463,-1361740672,394.59,1083.4,3.826,100,150,84,0.0
908721849,609387449,-1361741309,398.33,1083.6,3.8160000000000003,100,150,84,0.0
908721850,609387447,-1361741949,402.09,1083.8,3.807,100,150,84,0.0
908721851,609387456,-1361742553,405.63,1084.0,3.7880000000000003,100,150,84,0.0
908721852,609387473,-1361743145,409.11,1084.0,3.77,100,150,84,0.0
908721853,609387469,-1361743747,412.64,1084.2,3.7510000000000003,100,150,84,0.0
908721854,609387450,-1361744324,416.04,1084.2,3.742,100,150,84,0.0
908721855,609387441,-1361744934,419.62,1084.2,3.7319999999999998,100,150,84,0.0
908721856,609387431,-1361745561,423.3,1084.2,3.7319999999999998,100,150,84,0.0
908721857,609387424,-1361746163,426.84,1084.2,3.7319999999999998,100,150,84,0.0
908721858,609387361,-1361746756,430.36,1084.2,3.7319999999999998,100,150,83,0.0
908721859,609387264,-1361747324,433.82,1084.4,3.7319999999999998,100,150,83,0.0
908721860,609387262,-1361747875,436.99,1084.4,3.7319999999999998,100,150,83,0.0
908721861,609387282,-1361748465,440.39,1084.4,3.7319999999999998,100,150,84,0.0
908721862,609387354,-1361749081,444.01,1084.6,3.7230000000000003,100,150,84,0.0
908721863,609387426,-1361749667,447.45,1084.8,3.7230000000000003,100,150,84,0.0
908721864,609387485,-1361750307,451.21,1085.0,3.7230000000000003,100,150,83,0.0
908721865,609387512,-1361750977,455.12,1085.0,3.7230000000000003,100,150,83,0.0
908721866,609387611,-1361751671,459.09,1085.2,3.7230000000000003,100,150,84,0.0
908721867,609387688,-1361752353,463.07,1085.2,3.7319999999999998,100,150,85,0.0
